	D00049	D00059	D00079	D00094	D00095	D00106	D00110	D00113	D00136	D00139	D00180	D00225	D00227	D00232	D00234	D00235	D00241	D00255	D00270	D00274	D00281	D00283	D00295	D00300	D00301	D00306	D00318	D00332	D00336	D00356	D00364	D00371	D00380	D00394	D00397	D00400	D00410	D00411	D00415	D00419	D00422	D00426	D00432	D00437	D00440	D00442	D00443	D00451	D00454	D00465	D00480	D00483	D00493	D00494	D00498	D00499	D00503	D00509	D00513	D00514	D00520	D00521	D00522	D00523	D00524	D00525	D00528	D00540	D00542	D00559	D00560	D00563	D00574	D00598	D00601	D00604	D00606	D00607	D00609	D00613	D00627	D00632	D00635	D00645	D00646	D00665	D00666	D00673	D00674	D00675	D00676	D00682	D00683	D00684	D00687	D00688	D00715	D00726	D00760	D00765	D00769	D00775	D00779	D00780	D00790	D00837	D00838	D00845	D00954	D00965	D00987	D00996	D01020	D01022	D01024	D01051	D01071	D01103	D01118	D01126	D01164	D01227	D01236	D01242	D01269	D01295	D01297	D01324	D01332	D01346	D01352	D01358	D01386	D01390	D01441	D01454	D01462	D01603	D01652	D01692	D01699	D01712	D01713	D01717	D01745	D01782	D01828	D01871	D01891	D01925	D01964	D01965	D01973	D01994	D02007	D02066	D02070	D02076	D02082	D02147	D02149	D02150	D02234	D02237	D02250	D02278	D02279	D02327	D02338	D02340	D02342	D02349	D02354	D02356	D02357	D02358	D02359	D02361	D02374	D02566	D02578	D02588	D02614	D02671	D02721	D02725	D02826	D02884	D02910	D03165	D03187	D03210	D03274	D03365	D03415	D03442	D03490	D03503	D03621	D03642	D03654	D03858	D03879	D03880	D03881	D03966	D04006	D04034	D04040	D04375	D04625	D04716	D04979	D05113	D05129	D05246	D05312	D05341	D05740	D05792	D05938	D06056	D06396
D00503	0.070651	0.057844	0.017422	0.023518	0.060810	0.015764	0.036883	0.055023	0.078082	0.038774	0.020242	0.070651	0.042852	0.030197	0.027324	0.031746	0.078082	0.022371	0.367879	0.022371	0.078082	0.095369	0.021280	0.070651	0.011109	0.023518	0.024724	0.055023	0.022371	0.019255	0.042852	0.049787	0.042852	0.078082	0.040762	0.023518	0.047359	0.010567	0.021280	0.017422	0.021280	0.017422	0.030197	0.038774	0.017422	0.004517	0.014996	0.025991	0.055023	0.028725	0.142274	0.038774	0.637628	0.157237	0.033373	0.042852	1.000000	0.027324	0.031746	0.045049	0.030197	0.060810	0.022371	0.028725	0.049787	0.040762	0.052340	0.033373	0.078082	0.027324	0.042852	0.045049	0.040762	0.023518	0.025991	0.070651	0.057844	0.025991	0.021280	0.028725	0.019255	0.036883	0.023518	0.038774	0.045049	0.042852	0.047359	0.019255	0.028725	0.021280	0.020242	0.014264	0.036883	0.023518	0.014264	0.042852	0.033373	0.031746	0.017422	0.005799	0.035084	0.042852	0.060810	0.003698	0.110803	0.024724	0.035084	0.025991	0.019255	0.027324	0.009562	0.055023	0.042852	0.030197	0.019255	0.045049	0.040762	0.036883	0.128735	0.045049	0.055023	0.015764	0.021280	0.063928	0.027324	0.074274	0.047359	0.149569	0.038774	0.031746	0.014996	0.063928	0.067206	0.055023	0.015764	0.038774	0.016573	0.047359	0.027324	0.014996	0.030197	0.036883	0.052340	0.022371	0.082085	0.045049	0.023518	0.082085	0.015764	0.011679	0.011109	0.019255	0.023518	0.011109	0.010567	0.042852	0.036883	0.023518	0.014996	0.047359	0.047359	0.055023	0.067206	0.063928	0.004296	0.057844	0.060810	0.031746	0.021280	0.082085	0.027324	0.036883	0.316637	0.021280	0.021280	0.033373	0.045049	0.110803	0.027324	0.049787	0.036883	0.011679	0.031746	0.122456	0.014264	0.013569	0.021280	0.045049	0.023518	0.004517	0.011679	0.014264	0.173774	0.060810	0.015764	0.001662	0.027324	0.019255	0.095369	0.052340	0.033373	0.122456	0.040762	0.009095	0.030197	0.038774	0.040762	0.142274	0.019255	0.060810	0.047359	0.036883	0.173774	0.019255	0.030197	0.022371	0.021280	0.070651	0.020242	0.030197	0.036883	0.020242	0.028725
D00509	0.078082	0.057844	0.015764	0.025991	0.067206	0.014264	0.030197	0.040762	0.023518	0.042852	0.018316	0.038774	0.042852	0.030197	0.014996	0.038774	0.047359	0.027324	0.033373	0.011109	0.078082	0.035084	0.031746	0.057844	0.010052	0.023518	0.027324	0.049787	0.020242	0.015764	0.028725	0.049787	0.078082	0.052340	0.049787	0.021280	0.057844	0.011679	0.025991	0.015764	0.028725	0.012907	0.036883	0.042852	0.023518	0.003346	0.013569	0.042852	0.036883	0.031746	0.042852	0.038774	0.028725	0.047359	0.033373	0.047359	0.027324	1.000000	0.038774	0.055023	0.022371	0.027324	0.016573	0.015764	0.055023	0.033373	0.047359	0.030197	0.057844	0.030197	0.019255	0.033373	0.045049	0.023518	0.025991	0.070651	0.057844	0.035084	0.019255	0.063928	0.015764	0.049787	0.025991	0.057844	0.067206	0.038774	0.021280	0.025991	0.031746	0.021280	0.033373	0.012907	0.060810	0.063928	0.012907	0.086294	0.030197	0.031746	0.017422	0.005248	0.028725	0.035084	0.027324	0.006097	0.036883	0.020242	0.042852	0.017422	0.019255	0.030197	0.012907	0.060810	0.038774	0.100259	0.023518	0.022371	0.036883	0.030197	0.038774	0.036883	0.018316	0.017422	0.021280	0.019255	0.020242	0.036883	0.025991	0.033373	0.021280	0.038774	0.011109	0.031746	0.060810	0.055023	0.021280	0.047359	0.018316	0.057844	0.018316	0.014996	0.018316	0.036883	0.035084	0.016573	0.020242	0.049787	0.025991	0.030197	0.015764	0.012907	0.011109	0.010567	0.021280	0.006738	0.010567	0.063928	0.033373	0.047359	0.018316	0.052340	0.052340	0.055023	0.045049	0.052340	0.003183	0.047359	0.045049	0.038774	0.023518	0.033373	0.030197	0.040762	0.023518	0.019255	0.019255	0.033373	0.060810	0.030197	0.033373	0.045049	0.049787	0.012907	0.038774	0.022371	0.011679	0.016573	0.028725	0.036883	0.019255	0.004992	0.011679	0.010567	0.021280	0.055023	0.021280	0.002739	0.027324	0.028725	0.057844	0.042852	0.020242	0.045049	0.055023	0.011109	0.040762	0.035084	0.040762	0.017422	0.014264	0.055023	0.057844	0.036883	0.038774	0.017422	0.022371	0.016573	0.017422	0.063928	0.030197	0.024724	0.027324	0.022371	0.019255
D00513	0.082085	0.067206	0.024724	0.030197	0.105399	0.022371	0.047359	0.063928	0.030197	0.049787	0.028725	0.030197	0.060810	0.052340	0.021280	0.201897	0.067206	0.157237	0.038774	0.017422	0.090718	0.033373	0.040762	0.090718	0.009562	0.022371	0.025991	0.063928	0.021280	0.030197	0.027324	0.070651	0.055023	0.067206	0.047359	0.024724	0.060810	0.018316	0.036883	0.020242	0.030197	0.014996	0.142274	0.055023	0.022371	0.009562	0.015764	0.060810	0.035084	0.036883	0.067206	0.406570	0.033373	0.074274	0.031746	0.074274	0.031746	0.038774	1.000000	0.086294	0.028725	0.038774	0.025991	0.020242	0.070651	0.035084	0.067206	0.042852	0.090718	0.031746	0.033373	0.038774	0.052340	0.135335	0.149569	0.082085	0.067206	0.033373	0.024724	0.030197	0.013569	0.063928	0.149569	0.040762	0.057844	0.045049	0.030197	0.027324	0.040762	0.030197	0.047359	0.012277	0.057844	0.049787	0.020242	0.074274	0.052340	0.040762	0.020242	0.008230	0.033373	0.045049	0.038774	0.007828	0.042852	0.021280	0.040762	0.014996	0.022371	0.031746	0.016573	0.095369	0.082085	0.035084	0.045049	0.028725	0.047359	0.042852	0.060810	0.052340	0.023518	0.022371	0.016573	0.024724	0.023518	0.057844	0.027324	0.042852	0.027324	0.040762	0.017422	0.040762	0.116484	0.142274	0.012277	0.122456	0.025991	0.060810	0.014264	0.019255	0.019255	0.052340	0.036883	0.023518	0.025991	0.042852	0.040762	0.042852	0.030197	0.016573	0.021280	0.022371	0.030197	0.010567	0.014996	0.110803	0.063928	0.036883	0.015764	0.074274	0.074274	0.142274	0.052340	0.049787	0.009095	0.067206	0.063928	0.045049	0.165299	0.035084	0.173774	0.078082	0.027324	0.033373	0.030197	0.212248	0.095369	0.038774	0.192050	0.052340	0.063928	0.016573	0.067206	0.025991	0.018316	0.023518	0.024724	0.052340	0.027324	0.009562	0.022371	0.012277	0.018316	0.057844	0.110803	0.005799	0.157237	0.036883	0.082085	0.045049	0.021280	0.063928	0.070651	0.015764	0.052340	0.040762	0.057844	0.016573	0.018316	0.070651	0.090718	0.057844	0.049787	0.020242	0.035084	0.019255	0.027324	0.082085	0.031746	0.038774	0.023518	0.042852	0.027324
D00514	0.128735	0.086294	0.028725	0.042852	0.100259	0.023518	0.055023	0.067206	0.038774	0.078082	0.030197	0.057844	0.105399	0.049787	0.027324	0.070651	0.086294	0.049787	0.060810	0.016573	0.128735	0.063928	0.057844	0.116484	0.011109	0.035084	0.036883	0.074274	0.018316	0.031746	0.038774	0.135335	0.070651	0.095369	0.067206	0.035084	0.095369	0.015764	0.042852	0.021280	0.035084	0.023518	0.060810	0.070651	0.028725	0.006097	0.022371	0.052340	0.067206	0.038774	0.095369	0.086294	0.052340	0.105399	0.036883	0.116484	0.045049	0.055023	0.086294	1.000000	0.045049	0.049787	0.033373	0.025991	0.082085	0.067206	0.116484	0.045049	0.142274	0.045049	0.038774	0.074274	0.082085	0.047359	0.052340	0.116484	0.086294	0.042852	0.028725	0.038774	0.025991	0.067206	0.052340	0.063928	0.090718	0.078082	0.038774	0.031746	0.038774	0.031746	0.036883	0.019255	0.055023	0.047359	0.015764	0.070651	0.049787	0.038774	0.023518	0.007828	0.042852	0.070651	0.049787	0.006738	0.055023	0.022371	0.052340	0.021280	0.028725	0.049787	0.015764	0.090718	0.105399	0.067206	0.042852	0.036883	0.082085	0.049787	0.086294	0.067206	0.033373	0.021280	0.028725	0.042852	0.027324	0.074274	0.042852	0.060810	0.042852	0.047359	0.020242	0.070651	0.135335	0.090718	0.019255	0.063928	0.030197	0.070651	0.022371	0.016573	0.027324	0.090718	0.063928	0.027324	0.033373	0.060810	0.052340	0.060810	0.025991	0.021280	0.022371	0.019255	0.031746	0.011109	0.015764	0.070651	0.060810	0.052340	0.020242	0.070651	0.070651	0.090718	0.090718	0.063928	0.005799	0.086294	0.082085	0.057844	0.042852	0.060810	0.060810	0.067206	0.042852	0.038774	0.031746	0.074274	0.090718	0.049787	0.082085	0.067206	0.060810	0.019255	0.052340	0.036883	0.021280	0.022371	0.038774	0.082085	0.028725	0.008230	0.017422	0.021280	0.025991	0.100259	0.035084	0.003028	0.055023	0.052340	0.142274	0.052340	0.030197	0.082085	0.074274	0.013569	0.049787	0.057844	0.100259	0.028725	0.025991	0.100259	0.095369	0.067206	0.078082	0.023518	0.036883	0.024724	0.031746	0.105399	0.033373	0.033373	0.033373	0.036883	0.025991
D00520	0.057844	0.042852	0.014264	0.017422	0.045049	0.011679	0.033373	0.055023	0.023518	0.038774	0.016573	0.035084	0.128735	0.027324	0.018316	0.028725	0.057844	0.024724	0.060810	0.011109	0.052340	0.038774	0.017422	0.286505	0.008230	0.011679	0.018316	0.036883	0.011109	0.015764	0.021280	0.135335	0.028725	0.057844	0.049787	0.021280	0.038774	0.007083	0.028725	0.011679	0.021280	0.012907	0.022371	0.035084	0.019255	0.003028	0.011109	0.035084	0.027324	0.025991	0.052340	0.035084	0.035084	0.057844	0.016573	0.047359	0.030197	0.022371	0.028725	0.045049	1.000000	0.030197	0.022371	0.019255	0.045049	0.033373	0.105399	0.027324	0.057844	0.022371	0.031746	0.030197	0.036883	0.019255	0.025991	0.047359	0.038774	0.015764	0.015764	0.019255	0.017422	0.024724	0.025991	0.028725	0.049787	0.070651	0.031746	0.019255	0.017422	0.031746	0.027324	0.007828	0.027324	0.023518	0.014264	0.035084	0.036883	0.028725	0.014264	0.004296	0.025991	0.031746	0.027324	0.003698	0.049787	0.013569	0.019255	0.014264	0.014264	0.024724	0.011679	0.040762	0.031746	0.022371	0.019255	0.027324	0.040762	0.024724	0.042852	0.030197	0.024724	0.012907	0.015764	0.192050	0.018316	0.055023	0.025991	0.030197	0.025991	0.025991	0.009095	0.031746	0.067206	0.036883	0.009562	0.028725	0.013569	0.038774	0.014996	0.012277	0.014996	0.090718	0.031746	0.014996	0.030197	0.027324	0.028725	0.030197	0.015764	0.011679	0.007447	0.010567	0.017422	0.006097	0.008652	0.031746	0.045049	0.021280	0.011109	0.031746	0.038774	0.036883	0.040762	0.028725	0.002880	0.042852	0.040762	0.063928	0.017422	0.033373	0.027324	0.036883	0.023518	0.023518	0.014264	0.030197	0.036883	0.030197	0.024724	0.030197	0.030197	0.009562	0.025991	0.020242	0.010567	0.012277	0.017422	0.090718	0.019255	0.004517	0.009562	0.009562	0.031746	0.040762	0.019255	0.002029	0.022371	0.015764	0.086294	0.031746	0.016573	0.045049	0.027324	0.006738	0.022371	0.025991	0.060810	0.031746	0.014264	0.036883	0.035084	0.045049	0.038774	0.012907	0.020242	0.020242	0.017422	0.052340	0.027324	0.024724	0.022371	0.013569	0.015764
D00521	0.070651	0.057844	0.031746	0.025991	0.090718	0.028725	0.055023	0.082085	0.047359	0.038774	0.036883	0.035084	0.042852	0.045049	0.033373	0.038774	0.070651	0.027324	0.045049	0.024724	0.063928	0.038774	0.021280	0.086294	0.022371	0.028725	0.022371	0.055023	0.014996	0.031746	0.025991	0.049787	0.042852	0.070651	0.049787	0.021280	0.070651	0.012907	0.023518	0.023518	0.023518	0.023518	0.049787	0.038774	0.017422	0.004992	0.020242	0.023518	0.036883	0.063928	0.057844	0.047359	0.063928	0.063928	0.036883	0.057844	0.060810	0.027324	0.038774	0.049787	0.030197	1.000000	0.016573	0.017422	0.049787	0.045049	0.057844	0.074274	0.078082	0.030197	0.095369	0.055023	0.040762	0.035084	0.031746	0.057844	0.042852	0.028725	0.023518	0.023518	0.015764	0.040762	0.031746	0.035084	0.060810	0.047359	0.078082	0.021280	0.028725	0.021280	0.020242	0.019255	0.067206	0.042852	0.025991	0.070651	0.049787	0.025991	0.017422	0.007828	0.028725	0.038774	0.100259	0.006097	0.033373	0.030197	0.038774	0.035084	0.025991	0.027324	0.011679	0.082085	0.047359	0.036883	0.021280	0.045049	0.040762	0.060810	0.052340	0.055023	0.030197	0.023518	0.017422	0.021280	0.036883	0.082085	0.031746	0.067206	0.035084	0.038774	0.024724	0.063928	0.100259	0.074274	0.012907	0.042852	0.020242	0.052340	0.018316	0.014996	0.074274	0.036883	0.042852	0.033373	0.049787	0.045049	0.035084	0.067206	0.025991	0.015764	0.020242	0.017422	0.028725	0.013569	0.014264	0.057844	0.067206	0.025991	0.016573	0.086294	0.070651	0.074274	0.067206	0.057844	0.004748	0.078082	0.074274	0.052340	0.023518	0.049787	0.033373	0.067206	0.052340	0.028725	0.025991	0.040762	0.067206	0.033373	0.030197	0.060810	0.033373	0.014264	0.052340	0.040762	0.021280	0.022371	0.025991	0.045049	0.021280	0.007447	0.017422	0.015764	0.023518	0.074274	0.019255	0.002739	0.040762	0.019255	0.128735	0.035084	0.082085	0.182684	0.045049	0.012277	0.036883	0.047359	0.040762	0.025991	0.021280	0.045049	0.063928	0.060810	0.086294	0.025991	0.027324	0.030197	0.028725	0.078082	0.018316	0.049787	0.045049	0.018316	0.025991
D00522	0.052340	0.038774	0.010567	0.014264	0.027324	0.009562	0.027324	0.033373	0.015764	0.023518	0.012277	0.025991	0.031746	0.020242	0.022371	0.028725	0.035084	0.016573	0.022371	0.008230	0.035084	0.025991	0.015764	0.042852	0.006738	0.010567	0.013569	0.030197	0.012277	0.012907	0.023518	0.036883	0.025991	0.025991	0.036883	0.105399	0.031746	0.005248	0.012907	0.009562	0.011679	0.008652	0.018316	0.025991	0.010567	0.002479	0.007447	0.017422	0.018316	0.021280	0.028725	0.028725	0.021280	0.031746	0.012277	0.028725	0.022371	0.016573	0.025991	0.033373	0.022371	0.016573	1.000000	0.086294	0.033373	0.022371	0.035084	0.020242	0.035084	0.014996	0.012907	0.020242	0.024724	0.015764	0.023518	0.031746	0.031746	0.011679	0.017422	0.012907	0.063928	0.020242	0.023518	0.023518	0.024724	0.028725	0.019255	0.010567	0.014264	0.021280	0.016573	0.007828	0.018316	0.015764	0.014264	0.021280	0.022371	0.021280	0.009562	0.003518	0.021280	0.023518	0.018316	0.003028	0.024724	0.011109	0.014264	0.012907	0.010567	0.014996	0.006409	0.024724	0.023518	0.014996	0.019255	0.014996	0.022371	0.020242	0.028725	0.022371	0.013569	0.012907	0.023518	0.015764	0.014996	0.030197	0.025991	0.024724	0.019255	0.025991	0.008230	0.019255	0.036883	0.022371	0.011679	0.019255	0.013569	0.031746	0.013569	0.009095	0.013569	0.030197	0.019255	0.013569	0.013569	0.020242	0.023518	0.020242	0.012907	0.006409	0.006738	0.010567	0.012907	0.013569	0.006409	0.019255	0.024724	0.017422	0.020242	0.021280	0.025991	0.022371	0.030197	0.019255	0.002358	0.031746	0.030197	0.028725	0.017422	0.020242	0.020242	0.022371	0.019255	0.012907	0.015764	0.024724	0.027324	0.022371	0.018316	0.020242	0.027324	0.006409	0.021280	0.013569	0.007083	0.009095	0.009562	0.030197	0.014264	0.003698	0.007083	0.008652	0.021280	0.024724	0.012907	0.001662	0.014996	0.014264	0.042852	0.028725	0.014996	0.030197	0.022371	0.006738	0.020242	0.025991	0.033373	0.019255	0.025991	0.027324	0.023518	0.030197	0.025991	0.010567	0.024724	0.165299	0.011679	0.047359	0.014996	0.016573	0.020242	0.011109	0.014264
D00523	0.036883	0.030197	0.013569	0.016573	0.025991	0.011109	0.019255	0.025991	0.022371	0.024724	0.015764	0.027324	0.033373	0.019255	0.015764	0.022371	0.027324	0.012907	0.028725	0.006409	0.036883	0.040762	0.013569	0.036883	0.005799	0.018316	0.012907	0.038774	0.011679	0.012277	0.016573	0.038774	0.030197	0.033373	0.028725	0.100259	0.027324	0.004992	0.018316	0.012277	0.011109	0.010052	0.015764	0.022371	0.009095	0.002606	0.009562	0.020242	0.031746	0.018316	0.033373	0.022371	0.030197	0.036883	0.015764	0.040762	0.028725	0.015764	0.020242	0.025991	0.019255	0.017422	0.086294	1.000000	0.025991	0.025991	0.033373	0.017422	0.036883	0.019255	0.016573	0.023518	0.038774	0.016573	0.018316	0.033373	0.024724	0.018316	0.011109	0.013569	0.024724	0.021280	0.018316	0.024724	0.021280	0.020242	0.016573	0.010052	0.016573	0.016573	0.014264	0.009095	0.017422	0.012277	0.008230	0.020242	0.017422	0.014996	0.009095	0.004087	0.016573	0.020242	0.019255	0.003183	0.028725	0.012907	0.022371	0.011109	0.014996	0.021280	0.006097	0.023518	0.018316	0.015764	0.013569	0.019255	0.038774	0.017422	0.033373	0.019255	0.015764	0.008230	0.013569	0.018316	0.011679	0.031746	0.024724	0.028725	0.018316	0.018316	0.009562	0.022371	0.031746	0.023518	0.009095	0.016573	0.010567	0.027324	0.015764	0.007083	0.012907	0.025991	0.022371	0.012907	0.017422	0.021280	0.013569	0.025991	0.009095	0.007447	0.005248	0.008230	0.016573	0.005799	0.006738	0.020242	0.019255	0.012277	0.017422	0.020242	0.020242	0.023518	0.035084	0.022371	0.002479	0.027324	0.025991	0.018316	0.014996	0.025991	0.017422	0.017422	0.024724	0.014996	0.013569	0.023518	0.028725	0.021280	0.015764	0.031746	0.019255	0.007447	0.020242	0.019255	0.006738	0.007828	0.013569	0.028725	0.016573	0.003887	0.013569	0.007447	0.013569	0.031746	0.010052	0.001294	0.014264	0.012277	0.040762	0.024724	0.014264	0.035084	0.023518	0.005248	0.017422	0.024724	0.035084	0.011109	0.022371	0.025991	0.024724	0.021280	0.033373	0.011109	0.019255	0.105399	0.012277	0.049787	0.015764	0.015764	0.017422	0.014264	0.012277
D00524	0.173774	0.142274	0.047359	0.078082	0.122456	0.042852	0.067206	0.100259	0.057844	0.095369	0.055023	0.047359	0.116484	0.122456	0.027324	0.128735	0.142274	0.055023	0.060810	0.033373	0.116484	0.047359	0.052340	0.142274	0.014996	0.042852	0.067206	0.182684	0.040762	0.038774	0.057844	0.110803	0.116484	0.086294	0.090718	0.035084	0.128735	0.019255	0.042852	0.047359	0.052340	0.021280	0.060810	0.095369	0.042852	0.007447	0.036883	0.057844	0.045049	0.070651	0.086294	0.078082	0.052340	0.095369	0.055023	0.128735	0.049787	0.055023	0.070651	0.082085	0.045049	0.049787	0.033373	0.025991	1.000000	0.074274	0.116484	0.067206	0.192050	0.067206	0.035084	0.060810	0.100259	0.057844	0.078082	0.105399	0.128735	0.086294	0.042852	0.047359	0.025991	0.074274	0.078082	0.095369	0.074274	0.070651	0.057844	0.047359	0.038774	0.035084	0.049787	0.038774	0.074274	0.063928	0.025991	0.105399	0.074274	0.086294	0.070651	0.017422	0.052340	0.086294	0.055023	0.006738	0.060810	0.033373	0.070651	0.028725	0.047359	0.055023	0.017422	0.110803	0.105399	0.067206	0.047359	0.045049	0.082085	0.082085	0.078082	0.149569	0.040762	0.038774	0.028725	0.031746	0.045049	0.074274	0.047359	0.074274	0.047359	0.063928	0.040762	0.063928	0.122456	0.100259	0.019255	0.070651	0.027324	0.095369	0.027324	0.033373	0.040762	0.090718	0.063928	0.036883	0.033373	0.060810	0.070651	0.060810	0.035084	0.028725	0.022371	0.028725	0.031746	0.016573	0.023518	0.086294	0.100259	0.057844	0.024724	0.086294	0.105399	0.100259	0.082085	0.128735	0.007083	0.192050	0.182684	0.105399	0.057844	0.049787	0.074274	0.100259	0.042852	0.047359	0.038774	0.090718	0.100259	0.060810	0.082085	0.074274	0.090718	0.031746	0.078082	0.040762	0.035084	0.027324	0.031746	0.090718	0.047359	0.008230	0.035084	0.025991	0.035084	0.090718	0.042852	0.004087	0.074274	0.047359	0.116484	0.105399	0.045049	0.090718	0.082085	0.020242	0.067206	0.128735	0.090718	0.028725	0.031746	0.122456	0.095369	0.090718	0.078082	0.031746	0.060810	0.030197	0.038774	0.234570	0.036883	0.045049	0.045049	0.040762	0.052340
D00525	0.105399	0.063928	0.038774	0.035084	0.067206	0.028725	0.049787	0.060810	0.038774	0.063928	0.045049	0.047359	0.086294	0.055023	0.027324	0.042852	0.063928	0.022371	0.049787	0.016573	0.070651	0.052340	0.031746	0.070651	0.010052	0.035084	0.033373	0.074274	0.022371	0.023518	0.035084	0.100259	0.057844	0.063928	0.060810	0.021280	0.078082	0.012907	0.052340	0.031746	0.031746	0.025991	0.036883	0.047359	0.025991	0.004992	0.027324	0.038774	0.040762	0.042852	0.057844	0.038774	0.047359	0.063928	0.036883	0.086294	0.040762	0.033373	0.035084	0.067206	0.033373	0.045049	0.022371	0.025991	0.074274	1.000000	0.128735	0.036883	0.095369	0.049787	0.035084	0.060810	0.074274	0.038774	0.038774	0.063928	0.052340	0.047359	0.025991	0.031746	0.019255	0.045049	0.038774	0.047359	0.040762	0.035084	0.035084	0.028725	0.038774	0.025991	0.027324	0.019255	0.040762	0.028725	0.011679	0.057844	0.040762	0.042852	0.025991	0.009562	0.025991	0.052340	0.045049	0.005517	0.040762	0.024724	0.042852	0.021280	0.038774	0.045049	0.012907	0.060810	0.047359	0.040762	0.023518	0.030197	0.074274	0.036883	0.063928	0.049787	0.024724	0.015764	0.017422	0.028725	0.027324	0.055023	0.035084	0.067206	0.035084	0.031746	0.022371	0.063928	0.067206	0.055023	0.017422	0.035084	0.024724	0.052340	0.022371	0.020242	0.030197	0.067206	0.052340	0.024724	0.036883	0.040762	0.038774	0.060810	0.025991	0.028725	0.013569	0.012907	0.031746	0.011109	0.021280	0.047359	0.045049	0.031746	0.020242	0.047359	0.052340	0.055023	0.067206	0.063928	0.004748	0.070651	0.067206	0.038774	0.028725	0.055023	0.033373	0.045049	0.042852	0.023518	0.031746	0.049787	0.060810	0.036883	0.040762	0.055023	0.040762	0.025991	0.035084	0.036883	0.019255	0.020242	0.028725	0.067206	0.025991	0.006738	0.025991	0.019255	0.023518	0.100259	0.017422	0.002029	0.040762	0.028725	0.095369	0.047359	0.033373	0.067206	0.049787	0.012277	0.036883	0.057844	0.090718	0.019255	0.025991	0.049787	0.063928	0.045049	0.086294	0.031746	0.045049	0.020242	0.035084	0.105399	0.030197	0.022371	0.033373	0.022371	0.028725
D00528	0.149569	0.100259	0.036883	0.055023	0.105399	0.030197	0.063928	0.078082	0.055023	0.100259	0.042852	0.060810	0.301194	0.063928	0.031746	0.074274	0.100259	0.038774	0.070651	0.023518	0.110803	0.067206	0.055023	0.110803	0.011679	0.036883	0.052340	0.105399	0.023518	0.027324	0.045049	0.386741	0.082085	0.090718	0.078082	0.030197	0.110803	0.016573	0.045049	0.033373	0.045049	0.036883	0.052340	0.074274	0.040762	0.005799	0.038774	0.055023	0.063928	0.049787	0.090718	0.067206	0.060810	0.100259	0.047359	0.122456	0.052340	0.047359	0.067206	0.116484	0.105399	0.057844	0.035084	0.033373	0.116484	0.128735	1.000000	0.052340	0.165299	0.057844	0.045049	0.086294	0.095369	0.045049	0.060810	0.100259	0.082085	0.049787	0.036883	0.045049	0.030197	0.063928	0.060810	0.067206	0.063928	0.060810	0.045049	0.040762	0.045049	0.040762	0.038774	0.022371	0.063928	0.045049	0.018316	0.090718	0.047359	0.060810	0.030197	0.011109	0.040762	0.090718	0.057844	0.006409	0.057844	0.028725	0.060810	0.024724	0.045049	0.070651	0.016573	0.095369	0.082085	0.057844	0.036883	0.042852	0.128735	0.052340	0.090718	0.078082	0.038774	0.027324	0.027324	0.090718	0.035084	0.078082	0.055023	0.078082	0.055023	0.049787	0.023518	0.082085	0.116484	0.086294	0.020242	0.060810	0.028725	0.082085	0.025991	0.023518	0.031746	0.259240	0.074274	0.038774	0.042852	0.063928	0.060810	0.070651	0.030197	0.027324	0.017422	0.022371	0.033373	0.012907	0.020242	0.074274	0.063928	0.049787	0.025991	0.074274	0.082085	0.086294	0.116484	0.090718	0.005517	0.122456	0.116484	0.067206	0.045049	0.070651	0.057844	0.070651	0.049787	0.040762	0.036883	0.078082	0.086294	0.052340	0.063928	0.070651	0.063928	0.024724	0.055023	0.047359	0.024724	0.023518	0.033373	0.234570	0.036883	0.007828	0.024724	0.024724	0.033373	0.116484	0.030197	0.003183	0.052340	0.049787	0.149569	0.067206	0.035084	0.095369	0.070651	0.014264	0.052340	0.082085	0.157237	0.027324	0.033373	0.095369	0.082085	0.063928	0.100259	0.033373	0.063928	0.028725	0.045049	0.149569	0.047359	0.035084	0.038774	0.031746	0.040762
