	D00049	D00059	D00079	D00094	D00095	D00106	D00110	D00113	D00136	D00139	D00180	D00225	D00227	D00232	D00234	D00235	D00241	D00255	D00270	D00274	D00281	D00283	D00295	D00300	D00301	D00306	D00318	D00332	D00336	D00356	D00364	D00371	D00380	D00394	D00397	D00400	D00410	D00411	D00415	D00419	D00422	D00426	D00432	D00437	D00440	D00442	D00443	D00451	D00454	D00465	D00480	D00483	D00493	D00494	D00498	D00499	D00503	D00509	D00513	D00514	D00520	D00521	D00522	D00523	D00524	D00525	D00528	D00540	D00542	D00559	D00560	D00563	D00574	D00598	D00601	D00604	D00606	D00607	D00609	D00613	D00627	D00632	D00635	D00645	D00646	D00665	D00666	D00673	D00674	D00675	D00676	D00682	D00683	D00684	D00687	D00688	D00715	D00726	D00760	D00765	D00769	D00775	D00779	D00780	D00790	D00837	D00838	D00845	D00954	D00965	D00987	D00996	D01020	D01022	D01024	D01051	D01071	D01103	D01118	D01126	D01164	D01227	D01236	D01242	D01269	D01295	D01297	D01324	D01332	D01346	D01352	D01358	D01386	D01390	D01441	D01454	D01462	D01603	D01652	D01692	D01699	D01712	D01713	D01717	D01745	D01782	D01828	D01871	D01891	D01925	D01964	D01965	D01973	D01994	D02007	D02066	D02070	D02076	D02082	D02147	D02149	D02150	D02234	D02237	D02250	D02278	D02279	D02327	D02338	D02340	D02342	D02349	D02354	D02356	D02357	D02358	D02359	D02361	D02374	D02566	D02578	D02588	D02614	D02671	D02721	D02725	D02826	D02884	D02910	D03165	D03187	D03210	D03274	D03365	D03415	D03442	D03490	D03503	D03621	D03642	D03654	D03858	D03879	D03880	D03881	D03966	D04006	D04034	D04040	D04375	D04625	D04716	D04979	D05113	D05129	D05246	D05312	D05341	D05740	D05792	D05938	D06056	D06396
D00336	0.113924	0.316456	0.280488	0.141176	0.300000	0.250000	0.329545	0.325843	0.360465	0.228916	0.280488	0.236559	0.431579	0.257732	0.413043	0.369048	0.285714	0.431818	0.282609	0.516484	0.329412	0.287234	0.300000	0.238095	0.504950	0.222222	0.461538	0.282051	1.000000	0.304878	0.340426	0.322222	0.688312	0.211111	0.294118	0.387755	0.160494	0.644444	0.329787	0.305882	0.346535	0.410526	0.367816	0.301075	0.330097	0.462366	0.241758	0.477778	0.252525	0.290698	0.239130	0.325581	0.311111	0.219780	0.276596	0.395349	0.336957	0.576087	0.288889	0.146341	0.444444	0.298851	0.400000	0.375000	0.296703	0.255556	0.307692	0.288660	0.066667	0.348315	0.395604	0.230769	0.380952	0.360465	0.393258	0.325581	0.354430	0.446809	0.434343	0.590909	0.290323	0.437500	0.386364	0.422222	0.308642	0.340909	0.387097	0.362745	0.510638	0.302083	0.505376	0.329670	0.516854	0.522727	0.411765	0.488636	0.287129	0.505882	0.406250	0.323810	0.510638	0.279070	0.264368	0.536364	0.272727	0.365591	0.320988	0.405941	0.241379	0.375000	0.381443	0.320988	0.300000	0.377778	0.720930	0.414894	0.370787	0.315217	0.234043	0.304878	0.471910	0.627660	0.358696	0.418367	0.406593	0.214286	0.378947	0.252874	0.316327	0.379747	0.333333	0.244444	0.192308	0.317073	0.500000	0.360465	0.350000	0.430233	0.359223	0.470588	0.358696	0.336842	0.266667	0.351648	0.455556	0.255556	0.359551	0.288889	0.341463	0.430108	0.364706	0.468750	0.478261	0.510204	0.387097	0.505747	0.281250	0.395833	0.469388	0.317647	0.337349	0.317073	0.265957	0.434783	0.447917	0.316456	0.291139	0.329787	0.448276	0.326316	0.337209	0.341176	0.271739	0.372093	0.294118	0.325581	0.358974	0.247312	0.337209	0.287500	0.397436	0.402174	0.407407	0.373626	0.244186	0.687500	0.366667	0.383838	0.344086	0.443396	0.305882	0.430000	0.410526	0.191011	0.505376	0.567010	0.372093	0.318681	0.223529	0.671053	0.344444	0.273810	0.417722	0.420455	0.451220	0.265060	0.402174	0.400000	0.344086	0.265823	0.280488	0.244186	0.260870	0.354839	0.362637	0.381443	0.357895	0.162500	0.434343	0.419753	0.336842	0.395604	0.517647
D00356	0.225000	0.444444	0.736842	0.414634	0.354167	0.651163	0.471698	0.436364	0.322034	0.369565	0.736842	0.085714	0.259740	0.360656	0.263889	0.381818	0.333333	0.426230	0.144928	0.375000	0.174603	0.108108	0.238095	0.274510	0.313953	0.420000	0.175000	0.418605	0.304878	1.000000	0.225352	0.194030	0.229730	0.186441	0.203390	0.328767	0.195652	0.329268	0.323077	0.714286	0.293333	0.233766	0.428571	0.223881	0.240506	0.385714	0.423077	0.220779	0.133333	0.411765	0.102941	0.339286	0.128571	0.107692	0.327869	0.372881	0.200000	0.292683	0.350877	0.145833	0.268293	0.396226	0.253333	0.192308	0.234375	0.298246	0.194030	0.409836	0.000000	0.246154	0.205479	0.123077	0.375000	0.444444	0.465517	0.171875	0.192982	0.243590	0.271605	0.262500	0.285714	0.433962	0.431034	0.141026	0.367347	0.316667	0.406250	0.282051	0.226190	0.283582	0.294872	0.576923	0.315068	0.319444	0.528302	0.295775	0.338235	0.348485	0.352113	0.408451	0.240964	0.163934	0.339623	0.300000	0.158730	0.419355	0.387755	0.391892	0.533333	0.207792	0.283784	0.333333	0.354167	0.370968	0.297619	0.236842	0.296875	0.322581	0.115942	0.236364	0.295775	0.252747	0.211268	0.176471	0.390625	0.166667	0.210526	0.129032	0.343284	0.346154	0.557692	0.123077	0.227273	0.380000	0.213483	0.344828	0.280000	0.183099	0.202381	0.337349	0.246377	0.239437	0.119403	0.292308	0.243243	0.233333	0.344262	0.203125	0.731707	0.382353	0.790698	0.360000	0.227848	0.362500	0.428571	0.277778	0.400000	0.301370	0.280488	0.431373	0.440000	0.380000	0.230769	0.192308	0.388889	0.354167	0.285714	0.387097	0.426230	0.144737	0.490196	0.442308	0.147059	0.385965	0.240000	0.415094	0.395833	0.166667	0.490196	0.230769	0.346154	0.343284	0.470588	0.178082	0.658537	0.454545	0.253731	0.256410	0.365079	0.357143	0.714286	0.238095	0.319444	0.175439	0.364865	0.345238	0.462963	0.227273	0.140351	0.239437	0.242424	0.307692	0.460000	0.535714	0.538462	0.346939	0.250000	0.323944	0.343750	0.089286	0.434783	0.333333	0.166667	0.403226	0.393443	0.319444	0.428571	0.459459	0.211765	0.520000	0.257143	0.313433	0.323529
D00364	0.236364	0.200000	0.197183	0.222222	0.200000	0.250000	0.405797	0.462687	0.515625	0.261538	0.197183	0.439394	0.432099	0.416667	0.549296	0.283784	0.274194	0.413333	0.507692	0.512821	0.309859	0.553846	0.293333	0.377049	0.466667	0.304348	0.255556	0.250000	0.340426	0.225352	1.000000	0.375000	0.250000	0.459016	0.525424	0.432099	0.254237	0.361702	0.521739	0.197368	0.274725	0.561644	0.285714	0.328947	0.314607	0.364706	0.256757	0.345238	0.444444	0.421875	0.424242	0.305556	0.555556	0.400000	0.492537	0.298701	0.560606	0.302083	0.315068	0.213115	0.537500	0.430769	0.506667	0.435897	0.420290	0.430769	0.375000	0.346154	0.071429	0.388889	0.597015	0.533333	0.333333	0.310811	0.300000	0.305556	0.279412	0.274725	0.525000	0.379310	0.562500	0.319444	0.307692	0.285714	0.323077	0.531250	0.513889	0.293478	0.452381	0.458333	0.363636	0.262500	0.223404	0.225806	0.369863	0.206522	0.410256	0.440000	0.533333	0.469136	0.487805	0.285714	0.428571	0.460784	0.483871	0.426667	0.242857	0.452381	0.275362	0.287356	0.520000	0.225352	0.200000	0.316456	0.319588	0.486842	0.416667	0.485294	0.476923	0.260870	0.632353	0.303922	0.500000	0.451220	0.611940	0.518519	0.563380	0.508475	0.535211	0.253521	0.265823	0.559322	0.177419	0.222222	0.411111	0.276316	0.533333	0.211765	0.600000	0.477273	0.544118	0.371795	0.382353	0.537313	0.608696	0.603448	0.328947	0.500000	0.250000	0.378049	0.280000	0.493827	0.397590	0.505882	0.362500	0.219780	0.410959	0.390244	0.409091	0.210526	0.213333	0.222222	0.622951	0.302326	0.367816	0.253731	0.281250	0.438356	0.308642	0.558824	0.266667	0.220779	0.492308	0.380282	0.534247	0.253333	0.264706	0.432836	0.250000	0.317460	0.369231	0.397436	0.305556	0.438356	0.242857	0.277778	0.410959	0.376471	0.478873	0.546512	0.197368	0.537500	0.500000	0.409836	0.395349	0.360825	0.306667	0.315789	0.473684	0.320988	0.553846	0.426230	0.295775	0.363636	0.302632	0.197183	0.453333	0.506667	0.500000	0.194030	0.197183	0.359375	0.476923	0.432432	0.464789	0.425000	0.415584	0.196721	0.340659	0.319444	0.528571	0.320988	0.535211
D00371	0.244898	0.262295	0.164179	0.129032	0.262295	0.202899	0.451613	0.378788	0.267606	0.363636	0.164179	0.396825	0.730159	0.338028	0.492754	0.313433	0.142857	0.375000	0.338235	0.441558	0.264706	0.382353	0.323529	0.222222	0.329787	0.238806	0.277108	0.123077	0.322222	0.194030	0.375000	1.000000	0.271605	0.344262	0.406780	0.453333	0.313725	0.440476	0.484848	0.183099	0.267442	0.528571	0.277778	0.323944	0.294118	0.434211	0.211268	0.341772	0.426471	0.183099	0.359375	0.279412	0.338235	0.377049	0.328571	0.453125	0.315068	0.356322	0.390625	0.425532	0.657143	0.246377	0.582090	0.521739	0.246575	0.482759	0.957447	0.306667	0.019231	0.291667	0.562500	0.416667	0.348485	0.216216	0.293333	0.260870	0.290323	0.224719	0.597222	0.255556	0.500000	0.222222	0.283784	0.216867	0.295082	0.318841	0.307692	0.258427	0.352941	0.441176	0.329412	0.205128	0.270588	0.273810	0.256757	0.253012	0.391892	0.383562	0.421053	0.317647	0.337209	0.383333	0.238806	0.420000	0.250000	0.333333	0.250000	0.369048	0.173913	0.544118	0.550725	0.250000	0.327586	0.328767	0.273684	0.472222	0.557377	0.305556	0.328358	0.159420	0.444444	0.400000	0.555556	0.696970	0.422535	0.293103	0.575758	0.322581	0.360000	0.344262	0.192308	0.349206	0.222222	0.265625	0.395349	0.250000	0.479452	0.230769	0.448718	0.500000	0.400000	0.851852	0.359375	0.263158	0.575758	0.323077	0.566667	0.289855	0.220588	0.582090	0.202703	0.443038	0.329268	0.390805	0.457143	0.268293	0.352113	0.371795	0.360465	0.268657	0.292308	0.265625	0.333333	0.235294	0.417722	0.166667	0.136364	0.306667	0.337838	0.394366	0.222222	0.279412	0.363636	0.281690	0.478873	0.242857	0.234375	0.390625	0.275362	0.187500	0.366667	0.500000	0.260870	0.342466	0.176471	0.285714	0.280000	0.718750	0.361111	0.500000	0.183099	0.380952	0.407895	0.385965	0.395062	0.404494	0.213333	0.309859	0.327586	0.176471	0.424242	0.212121	0.231884	0.256410	0.260274	0.200000	0.758621	0.394737	0.400000	0.216667	0.278689	0.250000	0.369231	0.375000	0.492308	0.426667	0.416667	0.064516	0.369048	0.222222	0.408451	0.369863	0.457143
D00380	0.125000	0.239437	0.253521	0.173913	0.239437	0.220779	0.246914	0.259259	0.231707	0.116883	0.253521	0.178571	0.363636	0.232558	0.225806	0.356164	0.257576	0.279070	0.259259	0.311828	0.276316	0.206897	0.328947	0.239437	0.431579	0.205128	0.519481	0.292308	0.688312	0.229730	0.250000	0.271605	1.000000	0.207792	0.305556	0.395349	0.164179	0.500000	0.362500	0.266667	0.379310	0.282609	0.271605	0.250000	0.375000	0.395349	0.212500	0.602740	0.241379	0.301370	0.240506	0.256410	0.243902	0.250000	0.223529	0.444444	0.244186	0.482759	0.265823	0.147059	0.322917	0.276316	0.329545	0.348837	0.324675	0.227848	0.256098	0.267442	0.032258	0.350649	0.261364	0.215190	0.369863	0.294872	0.350000	0.272727	0.300000	0.428571	0.260000	0.393258	0.268293	0.320000	0.341772	0.435897	0.250000	0.307692	0.284091	0.366667	0.536585	0.345679	0.589744	0.329114	0.469136	0.439024	0.268293	0.474359	0.225806	0.365854	0.279570	0.255102	0.369565	0.175000	0.236842	0.416667	0.246753	0.275862	0.229730	0.354839	0.194805	0.318182	0.421687	0.229730	0.189189	0.301205	0.609756	0.300000	0.341772	0.206897	0.250000	0.318841	0.263736	0.505495	0.297619	0.336957	0.287356	0.194444	0.306818	0.223684	0.241758	0.273973	0.316456	0.200000	0.166667	0.260274	0.471910	0.262500	0.367816	0.465753	0.252525	0.326733	0.267442	0.261364	0.209877	0.273810	0.306818	0.212500	0.250000	0.250000	0.236842	0.392857	0.250000	0.329787	0.481481	0.320000	0.313953	0.455696	0.215909	0.296703	0.488372	0.297297	0.266667	0.260274	0.240964	0.468354	0.382022	0.333333	0.283582	0.329268	0.410256	0.208791	0.302632	0.272727	0.294872	0.259259	0.318182	0.324324	0.323529	0.282051	0.285714	0.279412	0.328571	0.378049	0.272727	0.379747	0.213333	0.565789	0.273810	0.344444	0.252874	0.317308	0.266667	0.322917	0.296703	0.216216	0.377778	0.511111	0.291139	0.316456	0.222222	0.632353	0.265060	0.229730	0.333333	0.313253	0.355263	0.271429	0.395062	0.285714	0.345679	0.217391	0.253521	0.246575	0.250000	0.264368	0.301205	0.372093	0.284091	0.203125	0.500000	0.269231	0.305882	0.387500	0.298851
D00394	0.133333	0.135593	0.133333	0.224490	0.240741	0.177419	0.379310	0.396552	0.355932	0.181818	0.133333	0.444444	0.414286	0.416667	0.476190	0.218750	0.148148	0.369231	0.687500	0.422535	0.266667	0.584906	0.355932	0.488889	0.337209	0.303571	0.215190	0.188679	0.211111	0.186441	0.459016	0.344262	0.207792	1.000000	0.403846	0.394366	0.266667	0.321429	0.442623	0.174603	0.337838	0.426471	0.301587	0.272727	0.351351	0.269231	0.225806	0.411765	0.581818	0.345455	0.604167	0.283333	0.620000	0.644444	0.566038	0.276923	0.482759	0.301205	0.316667	0.295455	0.432432	0.490196	0.352113	0.376812	0.327869	0.357143	0.366667	0.353846	0.000000	0.338710	0.428571	0.666667	0.253968	0.269841	0.338462	0.262295	0.147541	0.207317	0.400000	0.287500	0.537037	0.300000	0.349206	0.318841	0.468085	0.446429	0.415385	0.324675	0.400000	0.517241	0.373333	0.200000	0.240506	0.227848	0.276923	0.236842	0.347826	0.358209	0.484848	0.378378	0.329114	0.216667	0.403846	0.333333	0.500000	0.363636	0.296296	0.400000	0.183333	0.233766	0.515625	0.228070	0.196429	0.318182	0.275862	0.371429	0.328125	0.354839	0.580000	0.147541	0.402985	0.274725	0.442623	0.416667	0.400000	0.547619	0.516129	0.636364	0.415385	0.180328	0.185714	0.666667	0.191489	0.224138	0.392405	0.230769	0.380282	0.283582	0.430556	0.412500	0.419355	0.323529	0.400000	0.409836	0.402985	0.461538	0.272727	0.549020	0.177419	0.297297	0.179104	0.424658	0.414286	0.321429	0.260274	0.253333	0.387097	0.276316	0.304878	0.250000	0.213115	0.224138	0.547170	0.266667	0.275000	0.175439	0.160714	0.466667	0.289855	0.508475	0.300000	0.262295	0.666667	0.500000	0.439394	0.327586	0.277778	0.580000	0.258065	0.466667	0.358491	0.314286	0.305085	0.600000	0.166667	0.180723	0.343750	0.351351	0.419355	0.397590	0.156250	0.394737	0.515625	0.500000	0.337662	0.292135	0.265625	0.338710	0.595238	0.184211	0.448276	0.428571	0.315789	0.294118	0.281250	0.133333	0.373134	0.523810	0.353846	0.145455	0.236364	0.400000	0.680851	0.369231	0.426230	0.405797	0.415385	0.142857	0.418919	0.258065	0.500000	0.343284	0.415385
D00397	0.368421	0.214286	0.210526	0.196078	0.283019	0.213115	0.372881	0.490909	0.446429	0.245283	0.210526	0.295082	0.428571	0.343750	0.362319	0.436364	0.285714	0.406250	0.366667	0.478261	0.203125	0.349206	0.265625	0.416667	0.397590	0.254237	0.227848	0.280000	0.294118	0.203390	0.525424	0.406780	0.305556	0.403846	1.000000	0.428571	0.348837	0.287356	0.459016	0.190476	0.265823	0.462687	0.338710	0.287879	0.294872	0.428571	0.166667	0.328767	0.333333	0.470588	0.368421	0.368421	0.389831	0.388889	0.400000	0.354839	0.426230	0.313253	0.428571	0.234043	0.445946	0.452830	0.469697	0.411765	0.344262	0.425926	0.406780	0.328358	0.000000	0.292308	0.400000	0.433962	0.379310	0.350000	0.396825	0.200000	0.245614	0.265823	0.394737	0.253012	0.448276	0.316667	0.387097	0.277778	0.372549	0.490909	0.430769	0.256098	0.341772	0.435484	0.350649	0.287879	0.302632	0.256410	0.333333	0.301370	0.424242	0.437500	0.434783	0.355263	0.308642	0.213115	0.423077	0.343434	0.310345	0.378788	0.224138	0.452055	0.220339	0.280000	0.531250	0.267857	0.214286	0.294118	0.302326	0.426471	0.387097	0.416667	0.403509	0.224138	0.461538	0.314607	0.369231	0.410959	0.437500	0.466667	0.484375	0.403846	0.367647	0.327273	0.292308	0.407407	0.212766	0.285714	0.387500	0.306452	0.455882	0.242857	0.424658	0.425000	0.459016	0.378788	0.278689	0.450000	0.397059	0.480769	0.393443	0.403509	0.254237	0.426471	0.212121	0.458333	0.333333	0.454545	0.367647	0.283784	0.359375	0.306667	0.317073	0.333333	0.293103	0.285714	0.406780	0.263158	0.410959	0.259259	0.245283	0.483333	0.406250	0.384615	0.338983	0.258065	0.421053	0.366667	0.573770	0.344828	0.346154	0.428571	0.338983	0.288462	0.403846	0.409091	0.300000	0.369231	0.163934	0.269231	0.298507	0.422535	0.390625	0.409639	0.190476	0.465753	0.380282	0.372549	0.350649	0.380952	0.344262	0.253731	0.478261	0.263889	0.491228	0.448980	0.333333	0.390625	0.338710	0.169492	0.430769	0.385714	0.412698	0.122807	0.232143	0.392157	0.403509	0.384615	0.466667	0.380282	0.367647	0.212766	0.308642	0.338983	0.516667	0.281690	0.453125
D00400	0.200000	0.287671	0.338028	0.279412	0.287671	0.333333	0.426667	0.421053	0.337500	0.210526	0.338028	0.438356	0.536585	0.400000	0.411765	0.363636	0.253521	0.432099	0.367089	0.471264	0.303797	0.405063	0.407895	0.362319	0.448980	0.298701	0.366667	0.304348	0.387755	0.328767	0.432099	0.453333	0.395349	0.394366	0.428571	1.000000	0.235294	0.483871	0.513158	0.346667	0.482353	0.530864	0.345679	0.370370	0.476744	0.500000	0.303797	0.481928	0.443038	0.383562	0.350649	0.283951	0.367089	0.364865	0.410256	0.466667	0.395062	0.451613	0.358974	0.333333	0.564706	0.430556	0.640000	0.694444	0.384615	0.492754	0.453333	0.419753	0.000000	0.392405	0.481013	0.416667	0.432432	0.320988	0.390244	0.300000	0.276316	0.369565	0.517241	0.340206	0.641791	0.400000	0.400000	0.311111	0.432836	0.479452	0.487500	0.465909	0.500000	0.619718	0.529412	0.387500	0.358696	0.377778	0.358025	0.344444	0.363636	0.439024	0.453488	0.465909	0.419355	0.219512	0.333333	0.514286	0.291139	0.392857	0.310811	0.534884	0.272727	0.435294	0.589744	0.276316	0.253333	0.461538	0.422680	0.481928	0.454545	0.370370	0.376623	0.276316	0.440476	0.474227	0.575342	0.500000	0.493671	0.352941	0.551282	0.337838	0.451220	0.356164	0.375000	0.360000	0.202899	0.324324	0.556818	0.289157	0.543210	0.298851	0.566265	0.555556	0.474359	0.481013	0.350649	0.448718	0.512500	0.410959	0.423077	0.376623	0.333333	0.556962	0.308642	0.505747	0.465116	0.468085	0.565789	0.375000	0.395062	0.409091	0.540230	0.324675	0.311688	0.324324	0.415584	0.355556	0.517647	0.342857	0.295775	0.513158	0.450000	0.397590	0.346154	0.350649	0.407895	0.421053	0.525000	0.333333	0.371429	0.413333	0.363636	0.291667	0.356164	0.545455	0.368421	0.402439	0.293333	0.404494	0.345238	0.530120	0.455696	0.554348	0.328947	0.528736	0.458824	0.432836	0.477273	0.494737	0.317073	0.392405	0.382353	0.360465	0.480000	0.347222	0.416667	0.419753	0.434211	0.283784	0.565789	0.447059	0.597222	0.232877	0.338028	0.405797	0.413333	0.414634	0.500000	0.823529	0.451220	0.276923	0.534884	0.346154	0.519481	0.481013	0.400000
D00410	0.440000	0.155556	0.104167	0.250000	0.155556	0.115385	0.274510	0.245283	0.300000	0.315789	0.104167	0.235294	0.253731	0.250000	0.238095	0.235294	0.146341	0.233333	0.269231	0.228571	0.150943	0.210526	0.181818	0.268293	0.234568	0.288889	0.157143	0.170732	0.160494	0.195652	0.254237	0.313725	0.164179	0.266667	0.348837	0.235294	1.000000	0.200000	0.258621	0.156863	0.150685	0.261538	0.240741	0.254545	0.180556	0.253731	0.220000	0.208955	0.220339	0.255319	0.291667	0.240000	0.222222	0.311111	0.283019	0.283019	0.203390	0.207792	0.306122	0.400000	0.263889	0.355556	0.227273	0.269841	0.137931	0.244898	0.313725	0.258621	0.037037	0.192982	0.229508	0.276596	0.280000	0.181818	0.241379	0.148148	0.170213	0.150685	0.250000	0.157895	0.283019	0.166667	0.250000	0.169231	0.255814	0.320000	0.262295	0.144737	0.216216	0.280702	0.205479	0.150000	0.202899	0.205882	0.152542	0.215385	0.278689	0.169231	0.276923	0.225352	0.184211	0.288889	0.288889	0.206186	0.224490	0.209677	0.222222	0.250000	0.191489	0.250000	0.281250	0.145833	0.181818	0.263158	0.156627	0.265625	0.296296	0.277778	0.254902	0.078431	0.234375	0.246914	0.237288	0.260870	0.225806	0.282051	0.253968	0.239130	0.222222	0.212766	0.133333	0.250000	0.242424	0.191489	0.217949	0.226415	0.238806	0.183333	0.205479	0.225000	0.258621	0.271186	0.192308	0.267857	0.215385	0.297872	0.380000	0.230769	0.137255	0.208955	0.185185	0.202703	0.200000	0.230769	0.166667	0.196970	0.290909	0.223881	0.194805	0.224490	0.156863	0.191489	0.264151	0.111111	0.242857	0.106383	0.086957	0.351852	0.193548	0.254237	0.188679	0.240000	0.250000	0.269231	0.269841	0.192308	0.200000	0.361702	0.211538	0.214286	0.239130	0.203125	0.192308	0.237288	0.122449	0.121622	0.203390	0.287879	0.196721	0.246914	0.156863	0.263889	0.261538	0.255814	0.239437	0.219512	0.178571	0.172414	0.300000	0.136364	0.277778	0.309524	0.176471	0.196721	0.175439	0.152174	0.241935	0.265625	0.216667	0.116279	0.204545	0.341463	0.230769	0.233333	0.309091	0.322581	0.262295	0.078947	0.216216	0.145455	0.293103	0.209677	0.222222
D00411	0.153846	0.277108	0.289157	0.178571	0.247059	0.317647	0.469136	0.411765	0.279570	0.316456	0.289157	0.271739	0.483871	0.377778	0.419355	0.285714	0.174419	0.422222	0.318681	0.473684	0.223404	0.268041	0.279570	0.247059	0.540000	0.302326	0.436170	0.214286	0.644444	0.329268	0.361702	0.440476	0.500000	0.321429	0.287356	0.483871	0.200000	1.000000	0.426966	0.345238	0.326923	0.431579	0.329670	0.382022	0.323810	0.468085	0.369048	0.588235	0.326316	0.284091	0.303371	0.260870	0.304348	0.313953	0.355556	0.370787	0.315789	0.547368	0.325843	0.230769	0.479592	0.321839	0.467391	0.410526	0.304348	0.352941	0.440476	0.351064	0.025000	0.311828	0.402174	0.280899	0.404762	0.252632	0.354839	0.221053	0.224719	0.408163	0.484536	0.479167	0.402299	0.300000	0.347826	0.397849	0.333333	0.333333	0.408602	0.317757	0.582418	0.395604	0.632184	0.308511	0.457447	0.511111	0.355556	0.445652	0.360825	0.428571	0.473118	0.410000	0.515789	0.349398	0.272727	0.598131	0.252747	0.402174	0.329268	0.484536	0.264368	0.425532	0.431579	0.238636	0.292683	0.312500	0.612903	0.391753	0.409091	0.336957	0.311111	0.172043	0.430108	0.648936	0.426966	0.453608	0.460674	0.223529	0.400000	0.305882	0.408602	0.353659	0.297872	0.266667	0.172840	0.250000	0.552083	0.252632	0.427083	0.388889	0.405941	0.504950	0.426966	0.482759	0.274725	0.315789	0.430108	0.277778	0.447059	0.311111	0.349398	0.421053	0.340909	0.489583	0.568182	0.442308	0.423913	0.461538	0.388889	0.360000	0.520833	0.280899	0.298851	0.250000	0.287234	0.381443	0.484211	0.232558	0.181818	0.395604	0.391304	0.292929	0.300000	0.333333	0.337079	0.379310	0.367347	0.274725	0.285714	0.356322	0.314607	0.220930	0.370370	0.408602	0.348837	0.459770	0.282353	0.630952	0.275510	0.447917	0.411111	0.504854	0.329412	0.435644	0.462366	0.270588	0.494737	0.587629	0.263158	0.270833	0.232558	0.517647	0.430233	0.267442	0.310345	0.365591	0.359551	0.258824	0.439560	0.451613	0.380435	0.172414	0.273810	0.329268	0.356322	0.406593	0.448276	0.446809	0.439560	0.158537	0.515789	0.314607	0.433333	0.402174	0.439560
D00415	0.218182	0.338710	0.292308	0.225806	0.338710	0.369231	0.411765	0.447761	0.391304	0.327869	0.292308	0.323944	0.554054	0.442857	0.513889	0.468750	0.300000	0.544118	0.447761	0.500000	0.352941	0.388889	0.454545	0.482143	0.423913	0.308824	0.349398	0.316667	0.329787	0.323077	0.521739	0.484848	0.362500	0.442623	0.459016	0.513158	0.258621	0.426966	1.000000	0.304348	0.419753	0.486842	0.380282	0.250000	0.432099	0.554054	0.295775	0.577465	0.430556	0.406250	0.409091	0.430769	0.405797	0.428571	0.434783	0.394366	0.416667	0.425287	0.557377	0.280702	0.584416	0.460317	0.493333	0.460526	0.564516	0.508197	0.462687	0.507246	0.017241	0.434783	0.514286	0.444444	0.397059	0.411765	0.492754	0.347826	0.264706	0.337209	0.531646	0.337079	0.523077	0.382353	0.507463	0.273810	0.416667	0.515625	0.459459	0.404762	0.512500	0.677419	0.586667	0.408451	0.341176	0.329412	0.434783	0.325301	0.472973	0.465753	0.480519	0.532468	0.390805	0.328358	0.390625	0.510204	0.378788	0.452055	0.323077	0.512500	0.279412	0.337349	0.614286	0.323077	0.257576	0.450704	0.351064	0.473684	0.383562	0.408451	0.376812	0.343750	0.506849	0.360825	0.485714	0.512821	0.573529	0.372881	0.549296	0.375000	0.479452	0.375000	0.394366	0.421875	0.241379	0.338462	0.400000	0.352113	0.605634	0.275000	0.451220	0.612500	0.552239	0.472222	0.388060	0.436620	0.549296	0.437500	0.408451	0.417910	0.328358	0.534247	0.338028	0.558442	0.474359	0.459770	0.500000	0.325301	0.416667	0.412500	0.413793	0.378788	0.343284	0.338462	0.441176	0.337349	0.552632	0.360656	0.350000	0.575758	0.458333	0.418919	0.424242	0.367647	0.432836	0.426471	0.608696	0.476190	0.416667	0.439394	0.402985	0.366667	0.491525	0.542857	0.409091	0.405405	0.343750	0.357143	0.416667	0.546667	0.507246	0.609756	0.304348	0.418605	0.506667	0.440678	0.525641	0.541176	0.405797	0.434783	0.431034	0.292683	0.562500	0.387097	0.400000	0.444444	0.400000	0.333333	0.588235	0.513514	0.464789	0.144928	0.333333	0.387097	0.461538	0.521739	0.514706	0.467532	0.542857	0.241379	0.493827	0.382353	0.514286	0.514286	0.500000
