	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341
D00182	0.789474	0.756757	0.729730	0.942857	0.717391	0.526316	0.736842	0.720930	0.888889	0.707317	1.000000	0.763158	0.743590	0.305882	0.615385	0.254902	0.783784	0.423729	0.297872	0.785714	0.526316	0.608696	0.674419	0.213115	0.763158	0.260000	0.390244	0.693878	0.119403	0.275000	0.285714	0.615385	0.250000	0.358974	0.731707	0.916667	0.690476	0.916667	0.725000	0.217949	0.393939	0.148148	0.571429	0.288136	0.500000	0.756757	0.731707	0.592593	0.173913	0.615385	0.294118	0.837838	0.500000	0.459459
D00187	0.914286	0.729730	0.615385	0.810811	0.625000	0.583333	0.666667	0.825000	0.861111	0.682927	0.763158	1.000000	0.970588	0.309524	0.566038	0.285714	0.969697	0.383333	0.304348	0.720930	0.583333	0.586957	0.651163	0.177419	0.650000	0.291667	0.400000	0.640000	0.121212	0.231707	0.290323	0.566038	0.204082	0.368421	0.794872	0.700000	0.666667	0.700000	0.619048	0.189873	0.358209	0.150000	0.551020	0.293103	0.456140	0.729730	0.666667	0.545455	0.175824	0.566038	0.260870	0.763158	0.433333	0.358974
D00188	0.942857	0.710526	0.600000	0.789474	0.645833	0.567568	0.650000	0.850000	0.837838	0.707317	0.743590	0.970588	1.000000	0.305882	0.584906	0.306122	0.941176	0.377049	0.326087	0.704545	0.567568	0.574468	0.636364	0.193548	0.634146	0.285714	0.425000	0.627451	0.119403	0.243902	0.306452	0.584906	0.224490	0.358974	0.775000	0.725000	0.651163	0.725000	0.642857	0.202532	0.373134	0.148148	0.540000	0.310345	0.473684	0.710526	0.651163	0.563636	0.186813	0.584906	0.275362	0.789474	0.450000	0.384615
D00211	0.305882	0.333333	0.320988	0.321429	0.402299	0.262500	0.313253	0.360465	0.337349	0.345238	0.305882	0.309524	0.305882	1.000000	0.459770	0.229885	0.313253	0.322917	0.300000	0.340909	0.262500	0.392857	0.369048	0.360465	0.309524	0.277108	0.250000	0.448276	0.311111	0.593407	0.493976	0.443182	0.256098	0.246753	0.373494	0.287356	0.407407	0.287356	0.365854	0.366337	0.500000	0.446809	0.428571	0.352273	0.336842	0.333333	0.390244	0.449438	0.540816	0.395604	0.505747	0.261364	0.477273	0.154762
D00246	0.615385	0.620000	0.509434	0.647059	0.826923	0.450980	0.518519	0.666667	0.647059	0.686275	0.615385	0.566038	0.584906	0.459770	1.000000	0.379310	0.576923	0.388889	0.400000	0.654545	0.450980	0.698113	0.692308	0.285714	0.509091	0.338983	0.377358	0.523077	0.137500	0.388235	0.385714	0.785714	0.288136	0.301887	0.673077	0.634615	0.705882	0.634615	0.634615	0.275862	0.521127	0.224719	0.690909	0.373134	0.449275	0.620000	0.673077	0.854545	0.265306	0.754386	0.386667	0.584906	0.450704	0.372549
D00279	0.306122	0.297872	0.333333	0.280000	0.339286	0.350000	0.291667	0.320755	0.306122	0.375000	0.254902	0.285714	0.306122	0.229885	0.379310	1.000000	0.291667	0.269841	0.583333	0.365385	0.350000	0.320755	0.387755	0.250000	0.285714	0.735294	0.394737	0.274194	0.224138	0.225000	0.222222	0.481481	0.333333	0.324324	0.313725	0.300000	0.395833	0.300000	0.382979	0.246575	0.442623	0.219178	0.327273	0.358491	0.311475	0.297872	0.367347	0.438596	0.142857	0.454545	0.272727	0.254902	0.360656	0.219512
D00299	0.941176	0.750000	0.631579	0.833333	0.638298	0.600000	0.684211	0.800000	0.885714	0.700000	0.783784	0.969697	0.941176	0.313253	0.576923	0.291667	1.000000	0.389831	0.311111	0.738095	0.600000	0.600000	0.666667	0.180328	0.666667	0.297872	0.410256	0.653061	0.123077	0.234568	0.295082	0.576923	0.208333	0.378378	0.815789	0.717949	0.682927	0.717949	0.634146	0.192308	0.363636	0.151899	0.562500	0.298246	0.464286	0.750000	0.682927	0.555556	0.177778	0.576923	0.264706	0.736842	0.440678	0.368421
D00312	0.377049	0.446429	0.538462	0.423729	0.417910	0.275862	0.490909	0.384615	0.423729	0.457627	0.423729	0.383333	0.377049	0.322917	0.388889	0.269841	0.389831	1.000000	0.262295	0.400000	0.275862	0.451613	0.419355	0.216216	0.482143	0.316667	0.237288	0.375000	0.246575	0.311111	0.259740	0.428571	0.225806	0.210526	0.403226	0.393443	0.500000	0.393443	0.517857	0.387500	0.333333	0.267442	0.430769	0.277778	0.587302	0.446429	0.500000	0.397260	0.409091	0.428571	0.368421	0.354839	0.450704	0.228070
D00316	0.326087	0.348837	0.325581	0.326087	0.358491	0.378378	0.282609	0.340000	0.355556	0.340426	0.297872	0.304348	0.326087	0.300000	0.400000	0.583333	0.311111	0.262295	1.000000	0.333333	0.378378	0.340000	0.354167	0.240741	0.276596	0.435897	0.515152	0.310345	0.192982	0.283784	0.298246	0.400000	0.358974	0.483871	0.333333	0.347826	0.422222	0.347826	0.441860	0.189189	0.370968	0.178082	0.372549	0.326923	0.262295	0.348837	0.422222	0.385965	0.174419	0.425926	0.285714	0.297872	0.311475	0.205128
D00327	0.744186	0.714286	0.613636	0.829268	0.720000	0.511628	0.659091	0.760870	0.829268	0.750000	0.785714	0.720930	0.704545	0.340909	0.654545	0.365385	0.738095	0.400000	0.333333	1.000000	0.511628	0.620000	0.680851	0.227273	0.644444	0.372549	0.391304	0.636364	0.188406	0.282353	0.294118	0.716981	0.218182	0.363636	0.772727	0.727273	0.695652	0.727273	0.652174	0.291139	0.455882	0.204819	0.584906	0.276923	0.568966	0.714286	0.695652	0.722222	0.210526	0.654545	0.319444	0.666667	0.492063	0.386364
D00348	0.567568	0.571429	0.459459	0.567568	0.437500	1.000000	0.400000	0.523810	0.611111	0.500000	0.526316	0.583333	0.567568	0.262500	0.450980	0.350000	0.600000	0.275862	0.378378	0.511628	1.000000	0.488372	0.476190	0.163636	0.390244	0.325000	0.342857	0.460000	0.181818	0.194805	0.290909	0.450980	0.315789	0.343750	0.564103	0.475000	0.564103	0.475000	0.512821	0.164384	0.301587	0.152778	0.456522	0.346939	0.275862	0.571429	0.564103	0.433962	0.195122	0.450980	0.164179	0.414634	0.305085	0.419355
D00443	0.608696	0.731707	0.521739	0.644444	0.603774	0.488372	0.469388	0.568627	0.681818	0.617021	0.608696	0.586957	0.574468	0.392857	0.698113	0.320755	0.600000	0.451613	0.340000	0.620000	0.488372	1.000000	0.625000	0.212121	0.460000	0.380000	0.340426	0.508475	0.140845	0.317073	0.318182	0.698113	0.245283	0.311111	0.604167	0.562500	0.790698	0.562500	0.704545	0.231707	0.380282	0.207317	0.804348	0.366667	0.384615	0.731707	0.790698	0.672727	0.225806	0.607143	0.342857	0.510204	0.388060	0.304348
D00462	0.636364	0.604651	0.658537	0.714286	0.660000	0.476190	0.666667	0.659574	0.714286	0.804878	0.674419	0.651163	0.636364	0.369048	0.692308	0.387755	0.666667	0.419355	0.354167	0.680851	0.476190	0.625000	1.000000	0.258065	0.651163	0.340000	0.297872	0.553571	0.144928	0.341772	0.370968	0.660377	0.306122	0.266667	0.666667	0.622222	0.630435	0.622222	0.586957	0.237500	0.411765	0.182927	0.588235	0.403509	0.517241	0.604651	0.630435	0.666667	0.244444	0.629630	0.373134	0.565217	0.542373	0.450000
D00506	0.193548	0.224138	0.228070	0.213115	0.287879	0.163636	0.241379	0.269841	0.213115	0.266667	0.213115	0.177419	0.193548	0.360465	0.285714	0.250000	0.180328	0.216216	0.240741	0.227273	0.163636	0.212121	0.258065	1.000000	0.237288	0.254545	0.235294	0.253521	0.327869	0.402597	0.298507	0.232877	0.245283	0.204082	0.241935	0.250000	0.222222	0.250000	0.271186	0.346667	0.289474	0.455882	0.220588	0.301587	0.232877	0.224138	0.222222	0.243243	0.373494	0.232877	0.270270	0.213115	0.309859	0.132075
D00554	0.634146	0.560976	0.852941	0.717949	0.591837	0.390244	0.969697	0.659091	0.675000	0.725000	0.763158	0.650000	0.634146	0.309524	0.509091	0.285714	0.666667	0.482143	0.276596	0.644444	0.390244	0.460000	0.651163	0.237288	1.000000	0.291667	0.400000	0.576923	0.138462	0.294872	0.311475	0.509091	0.255319	0.368421	0.666667	0.700000	0.521739	0.700000	0.581395	0.253333	0.378788	0.164557	0.433962	0.315789	0.627451	0.560976	0.555556	0.465517	0.202247	0.482143	0.359375	0.675000	0.563636	0.432432
D00565	0.285714	0.333333	0.340909	0.285714	0.321429	0.325000	0.297872	0.301887	0.312500	0.382979	0.260000	0.291667	0.285714	0.277108	0.338983	0.735294	0.297872	0.316667	0.435897	0.372549	0.325000	0.380000	0.340000	0.254545	0.291667	1.000000	0.368421	0.278689	0.250000	0.243590	0.206349	0.490566	0.222222	0.411765	0.320000	0.254902	0.466667	0.254902	0.391304	0.285714	0.426230	0.257143	0.384615	0.314815	0.274194	0.333333	0.434783	0.421053	0.170455	0.410714	0.276923	0.211538	0.322581	0.139535
D00577	0.425000	0.384615	0.394737	0.425000	0.387755	0.342857	0.410256	0.431818	0.425000	0.372093	0.390244	0.400000	0.425000	0.250000	0.377358	0.394737	0.410256	0.237288	0.515152	0.391304	0.342857	0.340426	0.297872	0.235294	0.400000	0.368421	1.000000	0.333333	0.122807	0.229730	0.250000	0.351852	0.225000	0.826087	0.428571	0.450000	0.363636	0.450000	0.414634	0.183099	0.396552	0.123288	0.320000	0.226415	0.303571	0.384615	0.363636	0.315789	0.154762	0.351852	0.262295	0.425000	0.266667	0.264706
D00585	0.660000	0.600000	0.549020	0.693878	0.566667	0.460000	0.557692	0.618182	0.693878	0.574074	0.693878	0.640000	0.627451	0.448276	0.523077	0.274194	0.653061	0.375000	0.310345	0.636364	0.460000	0.508475	0.553571	0.253521	0.576923	0.278689	0.333333	1.000000	0.250000	0.392857	0.432836	0.546875	0.315789	0.307692	0.622642	0.647059	0.563636	0.647059	0.555556	0.279070	0.465753	0.285714	0.508197	0.338235	0.455882	0.600000	0.592593	0.507463	0.322581	0.523077	0.373333	0.596154	0.569231	0.326923
D00586	0.119403	0.161290	0.163934	0.136364	0.146667	0.181818	0.140625	0.140845	0.136364	0.149254	0.119403	0.121212	0.119403	0.311111	0.137500	0.224138	0.123077	0.246575	0.192982	0.188406	0.181818	0.140845	0.144928	0.327869	0.138462	0.250000	0.122807	0.250000	1.000000	0.267442	0.222222	0.181818	0.240741	0.132075	0.147059	0.117647	0.164179	0.117647	0.169231	0.416667	0.207317	0.694915	0.135135	0.185714	0.229730	0.161290	0.164179	0.177215	0.337209	0.166667	0.172840	0.086957	0.270270	0.070175
D00596	0.243902	0.237500	0.289474	0.275000	0.361446	0.194805	0.298701	0.301205	0.259259	0.333333	0.275000	0.231707	0.243902	0.593407	0.388235	0.225000	0.234568	0.311111	0.283784	0.282353	0.194805	0.317073	0.341772	0.402597	0.294872	0.243590	0.229730	0.392857	0.267442	1.000000	0.455696	0.356322	0.342857	0.225352	0.280488	0.271605	0.296296	0.271605	0.320513	0.417582	0.518072	0.380435	0.321429	0.375000	0.356322	0.237500	0.296296	0.379310	0.510638	0.356322	0.584416	0.243902	0.512500	0.205479
D00627	0.306452	0.300000	0.350877	0.306452	0.295775	0.290909	0.316667	0.298507	0.327869	0.360656	0.285714	0.290323	0.306452	0.493976	0.385714	0.222222	0.295082	0.259740	0.298246	0.294118	0.290909	0.318182	0.370968	0.298507	0.311475	0.206349	0.250000	0.432836	0.222222	0.455696	1.000000	0.366197	0.327273	0.200000	0.292308	0.301587	0.312500	0.301587	0.322581	0.241379	0.329114	0.325000	0.343284	0.459016	0.293333	0.300000	0.312500	0.356164	0.475610	0.328767	0.507463	0.265625	0.449275	0.264151
D00690	0.615385	0.620000	0.538462	0.647059	0.696429	0.450980	0.518519	0.607143	0.647059	0.653846	0.615385	0.566038	0.584906	0.443182	0.785714	0.481481	0.576923	0.428571	0.400000	0.716981	0.450980	0.698113	0.660377	0.232877	0.509091	0.490566	0.351852	0.546875	0.181818	0.356322	0.366197	1.000000	0.288136	0.301887	0.611111	0.603774	0.740000	0.603774	0.700000	0.305882	0.542857	0.238636	0.690909	0.352941	0.492537	0.620000	0.705882	0.888889	0.252525	0.785714	0.405405	0.555556	0.537313	0.346154
D00730	0.224490	0.239130	0.302326	0.250000	0.267857	0.315789	0.260870	0.222222	0.250000	0.291667	0.250000	0.204082	0.224490	0.256098	0.288136	0.333333	0.208333	0.225806	0.358974	0.218182	0.315789	0.245283	0.306122	0.245283	0.255319	0.222222	0.225000	0.315789	0.240741	0.342857	0.327273	0.288136	1.000000	0.184211	0.211538	0.270833	0.285714	0.270833	0.355556	0.260870	0.312500	0.180556	0.254545	0.416667	0.225806	0.239130	0.285714	0.278689	0.234568	0.310345	0.250000	0.224490	0.338983	0.393939
D00898	0.358974	0.351351	0.361111	0.394737	0.333333	0.343750	0.378378	0.372093	0.394737	0.309524	0.358974	0.368421	0.358974	0.246753	0.301887	0.324324	0.378378	0.210526	0.483871	0.363636	0.343750	0.311111	0.266667	0.204082	0.368421	0.411765	0.826087	0.307692	0.132075	0.225352	0.200000	0.301887	0.184211	1.000000	0.400000	0.350000	0.333333	0.350000	0.350000	0.176471	0.327586	0.130435	0.291667	0.196078	0.254545	0.351351	0.333333	0.267857	0.134146	0.277778	0.237288	0.325000	0.220339	0.147059
D00930	0.775000	0.700000	0.634146	0.775000	0.744681	0.564103	0.682927	0.925000	0.775000	0.738095	0.731707	0.794872	0.775000	0.373494	0.673077	0.313725	0.815789	0.403226	0.333333	0.772727	0.564103	0.604167	0.666667	0.241935	0.666667	0.320000	0.428571	0.622642	0.147059	0.280488	0.292308	0.611111	0.211538	0.400000	1.000000	0.674419	0.681818	0.674419	0.636364	0.225000	0.439394	0.185185	0.568627	0.295082	0.500000	0.700000	0.681818	0.618182	0.219780	0.611111	0.300000	0.651163	0.451613	0.357143
D00950	0.769231	0.692308	0.666667	0.864865	0.702128	0.475000	0.675000	0.704545	0.815789	0.690476	0.916667	0.700000	0.725000	0.287356	0.634615	0.300000	0.717949	0.393443	0.347826	0.727273	0.475000	0.562500	0.622222	0.250000	0.700000	0.254902	0.450000	0.647059	0.117647	0.271605	0.301587	0.603774	0.270833	0.350000	0.674419	1.000000	0.636364	1.000000	0.707317	0.215190	0.430769	0.146341	0.529412	0.305085	0.491228	0.692308	0.674419	0.581818	0.172043	0.634615	0.308824	0.916667	0.491525	0.486486
D00951	0.690476	0.837838	0.595238	0.731707	0.708333	0.564103	0.533333	0.638298	0.775000	0.697674	0.690476	0.666667	0.651163	0.407407	0.705882	0.395833	0.682927	0.500000	0.422222	0.695652	0.564103	0.790698	0.630435	0.222222	0.521739	0.466667	0.363636	0.563636	0.164179	0.296296	0.312500	0.740000	0.285714	0.333333	0.681818	0.636364	1.000000	0.636364	0.846154	0.225000	0.439394	0.200000	0.777778	0.338983	0.403226	0.837838	0.947368	0.711538	0.219780	0.740000	0.318841	0.577778	0.451613	0.325581
D00954	0.769231	0.692308	0.666667	0.864865	0.702128	0.475000	0.675000	0.704545	0.815789	0.690476	0.916667	0.700000	0.725000	0.287356	0.634615	0.300000	0.717949	0.393443	0.347826	0.727273	0.475000	0.562500	0.622222	0.250000	0.700000	0.254902	0.450000	0.647059	0.117647	0.271605	0.301587	0.603774	0.270833	0.350000	0.674419	1.000000	0.636364	1.000000	0.707317	0.215190	0.430769	0.146341	0.529412	0.305085	0.491228	0.692308	0.674419	0.581818	0.172043	0.634615	0.308824	0.916667	0.491525	0.486486
D00956	0.682927	0.783784	0.666667	0.725000	0.666667	0.512821	0.595238	0.630435	0.725000	0.651163	0.725000	0.619048	0.642857	0.365854	0.634615	0.382979	0.634146	0.517857	0.441860	0.652174	0.512821	0.704545	0.586957	0.271186	0.581395	0.391304	0.414634	0.555556	0.169231	0.320513	0.322581	0.700000	0.355556	0.350000	0.636364	0.707317	0.846154	0.707317	1.000000	0.230769	0.430769	0.189873	0.695652	0.350877	0.465517	0.783784	0.846154	0.641509	0.211111	0.666667	0.348485	0.642857	0.517241	0.375000
D00961	0.202532	0.179487	0.229730	0.217949	0.308642	0.164384	0.256757	0.246914	0.217949	0.276316	0.217949	0.189873	0.202532	0.366337	0.275862	0.246575	0.192308	0.387500	0.189189	0.291139	0.164384	0.231707	0.237500	0.346667	0.253333	0.285714	0.183099	0.279070	0.416667	0.417582	0.241379	0.305882	0.260870	0.176471	0.225000	0.215190	0.225000	0.215190	0.230769	1.000000	0.367816	0.395349	0.181818	0.256098	0.460526	0.179487	0.209877	0.313953	0.467391	0.275862	0.292135	0.187500	0.357143	0.157143
D00962	0.373134	0.348485	0.353846	0.415385	0.560606	0.301587	0.384615	0.462687	0.393939	0.446154	0.393939	0.358209	0.373134	0.500000	0.521127	0.442623	0.363636	0.333333	0.370968	0.455882	0.301587	0.380282	0.411765	0.289474	0.378788	0.426230	0.396552	0.465753	0.207317	0.518072	0.329114	0.542857	0.312500	0.327586	0.439394	0.430769	0.439394	0.430769	0.430769	0.367816	1.000000	0.258065	0.383562	0.315789	0.440000	0.348485	0.417910	0.527778	0.333333	0.565217	0.513514	0.393939	0.585714	0.300000
D00965	0.148148	0.184211	0.186667	0.162500	0.195402	0.152778	0.166667	0.178571	0.162500	0.187500	0.148148	0.150000	0.148148	0.446809	0.224719	0.219178	0.151899	0.267442	0.178082	0.204819	0.152778	0.207317	0.182927	0.455882	0.164557	0.257143	0.123288	0.285714	0.694915	0.380435	0.325000	0.238636	0.180556	0.130435	0.185185	0.146341	0.200000	0.146341	0.189873	0.395349	0.258065	1.000000	0.214286	0.216867	0.238636	0.184211	0.200000	0.261364	0.400000	0.197802	0.298851	0.120482	0.287356	0.053333
D01115	0.571429	0.681818	0.489796	0.604167	0.571429	0.456522	0.442308	0.537037	0.638298	0.580000	0.571429	0.551020	0.540000	0.428571	0.690909	0.327273	0.562500	0.430769	0.372549	0.584906	0.456522	0.804348	0.588235	0.220588	0.433962	0.384615	0.320000	0.508197	0.135135	0.321429	0.343284	0.690909	0.254545	0.291667	0.568627	0.529412	0.777778	0.529412	0.695652	0.181818	0.383562	0.214286	1.000000	0.349206	0.347826	0.681818	0.777778	0.696429	0.231579	0.603448	0.328767	0.480769	0.391304	0.285714
D01132	0.310345	0.303571	0.333333	0.288136	0.298507	0.346939	0.298246	0.301587	0.310345	0.344828	0.288136	0.293103	0.310345	0.352273	0.373134	0.358491	0.298246	0.277778	0.326923	0.276923	0.346939	0.366667	0.403509	0.301587	0.315789	0.314815	0.226415	0.338235	0.185714	0.375000	0.459016	0.352941	0.416667	0.196078	0.295082	0.305085	0.338983	0.305085	0.350877	0.256098	0.315789	0.216867	0.349206	1.000000	0.295775	0.303571	0.362069	0.362319	0.318182	0.373134	0.391304	0.266667	0.357143	0.240000
D01161	0.473684	0.396552	0.568627	0.500000	0.507937	0.275862	0.640000	0.525424	0.473684	0.563636	0.500000	0.456140	0.473684	0.336842	0.449275	0.311475	0.464286	0.587302	0.262295	0.568966	0.275862	0.384615	0.517241	0.232877	0.627451	0.274194	0.303571	0.455882	0.229730	0.356322	0.293333	0.492537	0.225806	0.254545	0.500000	0.491228	0.403226	0.491228	0.465517	0.460526	0.440000	0.238636	0.347826	0.295775	1.000000	0.396552	0.403226	0.478261	0.362637	0.492537	0.424658	0.473684	0.609375	0.320755
D01217	0.756757	1.000000	0.648649	0.805556	0.652174	0.571429	0.575000	0.651163	0.857143	0.634146	0.756757	0.729730	0.710526	0.333333	0.620000	0.297872	0.750000	0.446429	0.348837	0.714286	0.571429	0.731707	0.604651	0.224138	0.560976	0.333333	0.384615	0.600000	0.161290	0.237500	0.300000	0.620000	0.239130	0.351351	0.700000	0.692308	0.837838	0.692308	0.783784	0.179487	0.348485	0.184211	0.681818	0.303571	0.396552	1.000000	0.837838	0.596154	0.206897	0.620000	0.268657	0.625000	0.400000	0.307692
D01294	0.690476	0.837838	0.595238	0.731707	0.673469	0.564103	0.533333	0.638298	0.775000	0.697674	0.731707	0.666667	0.651163	0.390244	0.673077	0.367347	0.682927	0.500000	0.422222	0.695652	0.564103	0.790698	0.630435	0.222222	0.555556	0.434783	0.363636	0.592593	0.164179	0.296296	0.312500	0.705882	0.285714	0.333333	0.681818	0.674419	0.947368	0.674419	0.846154	0.209877	0.417910	0.200000	0.777778	0.362069	0.403226	0.837838	1.000000	0.679245	0.219780	0.705882	0.318841	0.613636	0.451613	0.325581
D01387	0.592593	0.596154	0.490909	0.622642	0.732143	0.433962	0.473684	0.614035	0.622642	0.629630	0.592593	0.545455	0.563636	0.449438	0.854545	0.438596	0.555556	0.397260	0.385965	0.722222	0.433962	0.672727	0.666667	0.243243	0.465517	0.421053	0.315789	0.507463	0.177215	0.379310	0.356164	0.888889	0.278689	0.267857	0.618182	0.581818	0.711538	0.581818	0.641509	0.313953	0.527778	0.261364	0.696429	0.362319	0.478261	0.596154	0.679245	1.000000	0.247525	0.758621	0.394737	0.535714	0.478873	0.333333
D01441	0.186813	0.206897	0.209302	0.186813	0.252632	0.195122	0.204545	0.225806	0.200000	0.250000	0.173913	0.175824	0.186813	0.540816	0.265306	0.142857	0.177778	0.409091	0.174419	0.210526	0.195122	0.225806	0.244444	0.373494	0.202247	0.170455	0.154762	0.322581	0.337209	0.510638	0.475610	0.252525	0.234568	0.134146	0.219780	0.172043	0.219780	0.172043	0.211111	0.467391	0.333333	0.400000	0.231579	0.318182	0.362637	0.206897	0.219780	0.247525	1.000000	0.252525	0.406593	0.148936	0.365591	0.146341
