	D00035	D00110	D00136	D00195	D00219	D00225	D00227	D00228	D00234	D00252	D00274	D00283	D00293	D00294	D00303	D00319	D00326	D00329	D00331	D00332	D00335	D00336	D00338	D00340	D00345	D00349	D00351	D00354	D00358	D00364	D00367	D00373	D00379	D00380	D00392	D00394	D00418	D00437	D00438	D00451	D00456	D00464	D00474	D00477	D00480	D00495	D00499	D00504	D00512	D00513	D00519	D00521	D00524	D00528	D00530	D00533	D00536	D00537	D00538	D00539	D00542	D00543	D00544	D00545	D00546	D00547	D00548	D00549	D00550	D00552	D00553	D00560	D00563	D00574	D00593	D00594	D00607	D00611	D00615	D00616	D00617	D00618	D00619	D00629	D00631	D00633	D00636	D00638	D00639	D00640	D00642	D00647	D00648	D00649	D00650	D00651	D00654	D00656	D00658	D00677	D00678	D00694	D00697	D00704	D00708	D00709	D00711	D00726	D00732	D00733	D00735	D00738	D00739	D00740	D00741	D00759	D00760	D00761	D00765	D00771	D00775	D00779	D00791	D00798	D00799	D00809	D00812	D00816	D00823	D00831	D00960	D00963	D00964	D01071	D01108	D01111	D01118	D01242	D01243	D01253	D01256	D01275	D01287	D01295	D01350	D01448	D01450	D01453	D01575	D01599	D01603	D01712	D01768	D01799	D01828	D01854	D01969	D02041	D02086	D02087	D02088	D02092	D02098	D02101	D02163	D02173	D02204	D02207	D02234	D02237	D02253	D02261	D02262	D02272	D02347	D02356	D02360	D02362	D02409	D02461	D02485	D02546	D02566	D02630	D02914	D03037	D03180	D03274	D03365	D03450	D03580	D03742	D03826	D03830	D03878	D03991	D04034	D04048	D04370	D04790	D04985	D04999	D05024	D05077	D05156	D05453	D05458	D05461	D06106	D06172
D00495	0.024390	0.101695	0.100000	0.088235	0.053571	0.049180	0.148936	0.050000	0.067568	0.069767	0.074074	0.084746	0.129630	0.081633	0.066667	0.103448	0.053571	0.123077	0.080645	0.071429	0.070423	0.051948	0.080645	0.055556	0.059701	0.076923	0.096386	0.019608	0.106383	0.088235	0.052632	0.076923	0.076923	0.098039	0.555556	0.080000	0.040000	0.071429	0.089552	0.066667	0.129032	0.070175	0.190476	0.098039	0.080000	1.000000	0.200000	0.068182	0.088889	0.050847	0.055556	0.098361	0.071429	0.142857	0.088235	0.080000	0.066667	0.105263	0.085106	0.257143	0.000000	0.000000	0.027027	0.000000	0.000000	0.027027	0.109091	0.052632	0.046154	0.119048	0.098039	0.107692	0.070175	0.170213	0.093333	0.081081	0.090909	0.073171	0.078947	0.098592	0.077922	0.076923	0.043478	0.114754	0.063492	0.045455	0.083333	0.055556	0.065217	0.076923	0.056818	0.071429	0.075758	0.037736	0.060606	0.075758	0.052632	0.103448	0.051724	0.079365	0.123077	0.078125	0.125000	0.097561	0.186047	0.159091	0.096154	0.084746	0.087719	0.075758	0.127273	0.090909	0.145833	0.098039	0.087719	0.048780	0.055556	0.038462	0.080460	0.043478	0.018868	0.067797	0.060606	0.074627	0.078125	0.058824	0.102041	0.058824	0.051724	0.028986	0.075472	0.142857	0.040000	0.222222	0.032258	0.070175	0.098039	0.101449	0.094340	0.137255	0.060606	0.078652	0.118644	0.078431	0.063291	0.085714	0.116667	0.136364	0.057692	0.071429	0.076923	0.117647	0.100000	0.057692	0.081967	0.065574	0.041667	0.083333	0.102041	0.109589	0.062500	0.072289	0.083333	0.098592	0.070423	0.089552	0.058824	0.054945	0.081633	0.083333	0.163265	0.038961	0.050000	0.050000	0.116667	0.044776	0.036364	0.045455	0.125000	0.109756	0.072464	0.078431	0.075472	0.073529	0.081081	0.114286	0.210526	0.083333	0.081633	0.085714	0.097222	0.083333	0.109375	0.087500	0.109091	0.089552	0.078947	0.120690	0.081967	0.121212	0.220000	0.053571	0.053763	0.112676	0.083333	0.065217	0.076923	0.106061	0.148936	0.065217
D00499	0.047619	0.063492	0.062500	0.041096	0.051724	0.031250	0.142857	0.048387	0.038462	0.043478	0.059524	0.064516	0.067797	0.078431	0.100000	0.137931	0.089286	0.102941	0.061538	0.068182	0.054054	0.050633	0.061538	0.053571	0.057971	0.125000	0.056818	0.018868	0.102041	0.070423	0.033333	0.058824	0.054545	0.115385	0.128205	0.098039	0.018868	0.107143	0.136364	0.081967	0.074627	0.086207	0.238095	0.094340	0.098039	0.200000	1.000000	0.065217	0.133333	0.103448	0.072727	0.095238	0.068182	0.086957	0.070423	0.056604	0.086957	0.065574	0.060000	0.277778	0.028571	0.025000	0.052632	0.025000	0.026316	0.052632	0.145455	0.105263	0.029412	0.113636	0.160000	0.121212	0.050000	0.212766	0.076923	0.093333	0.050847	0.045455	0.105263	0.066667	0.103896	0.142857	0.088235	0.129032	0.078125	0.043478	0.081081	0.068493	0.108696	0.107692	0.067416	0.068966	0.123077	0.036364	0.058824	0.073529	0.050847	0.081967	0.067797	0.060606	0.071429	0.075758	0.088235	0.093023	0.152174	0.152174	0.092593	0.081967	0.084746	0.089552	0.103448	0.050847	0.096154	0.094340	0.103448	0.047619	0.054054	0.024691	0.043478	0.020408	0.056604	0.031746	0.028571	0.057143	0.044118	0.056604	0.056604	0.056604	0.086207	0.057971	0.072727	0.081967	0.080000	0.140000	0.062500	0.105263	0.115385	0.114286	0.153846	0.071429	0.043478	0.065217	0.096774	0.055556	0.048780	0.054054	0.095238	0.083333	0.055556	0.068966	0.074074	0.113208	0.096774	0.036364	0.114754	0.080645	0.084507	0.080645	0.098039	0.064103	0.104167	0.058140	0.098361	0.052632	0.040000	0.041667	0.055556	0.020833	0.037736	0.038462	0.552632	0.051282	0.061728	0.061728	0.078125	0.090909	0.035088	0.059701	0.065574	0.081395	0.101449	0.096154	0.072727	0.086957	0.108108	0.066667	0.714286	0.052632	0.037736	0.054054	0.051948	0.046875	0.057971	0.072289	0.086207	0.071429	0.063291	0.098361	0.062500	0.134328	0.260000	0.089286	0.086957	0.065789	0.063492	0.062500	0.073171	0.102941	0.513514	0.108696
D00504	0.102564	0.178571	0.116667	0.071429	0.132075	0.101695	0.100000	0.084746	0.111111	0.270270	0.113924	0.083333	0.127273	0.080000	0.226415	0.181818	0.153846	0.104478	0.192982	0.150000	0.132353	0.123288	0.133333	0.074074	0.161290	0.163934	0.082353	0.104167	0.232558	0.119403	0.109091	0.092308	0.140000	0.163265	0.048780	0.122449	0.060000	0.196078	0.156250	0.120690	0.109375	0.148148	0.186047	0.187500	0.122449	0.068182	0.065217	1.000000	0.190476	0.125000	0.094340	0.133333	0.179487	0.065217	0.119403	0.250000	0.324324	0.049180	0.181818	0.071429	0.000000	0.000000	0.000000	0.000000	0.000000	0.026316	0.192308	0.138889	0.078125	0.200000	0.212766	0.123077	0.087719	0.120000	0.121622	0.227273	0.109091	0.046512	0.169014	0.128571	0.200000	0.183333	0.089552	0.169492	0.152542	0.175000	0.128571	0.149254	0.136364	0.224138	0.093023	0.129630	0.142857	0.166667	0.183333	0.180328	0.070175	0.083333	0.068966	0.150000	0.104478	0.147541	0.106061	0.045455	0.181818	0.155556	0.137255	0.140351	0.145455	0.180328	0.125000	0.150943	0.076923	0.163265	0.145455	0.160000	0.100000	0.037975	0.043956	0.088889	0.078431	0.163636	0.109375	0.089552	0.093750	0.122449	0.145833	0.145833	0.148148	0.090909	0.074074	0.048387	0.060000	0.056604	0.031250	0.291667	0.117647	0.100000	0.204082	0.134615	0.059701	0.102273	0.155172	0.166667	0.075949	0.149254	0.152542	0.062500	0.142857	0.129630	0.266667	0.094340	0.135593	0.142857	0.135593	0.222222	0.085714	0.137931	0.222222	0.138889	0.209302	0.111111	0.137931	0.082192	0.149254	0.057143	0.057143	0.043011	0.102041	0.127660	0.054545	0.051948	0.062500	0.062500	0.062500	0.092308	0.137255	0.060606	0.163636	0.243243	0.071429	0.098039	0.137255	0.088235	0.173913	0.067568	0.068182	0.144928	0.080000	0.132353	0.081081	0.047619	0.107692	0.128205	0.169811	0.156250	0.136986	0.157895	0.155172	0.086957	0.050847	0.224490	0.100000	0.142857	0.137931	0.136364	0.303030	0.104478	0.078431	0.219512
D00512	0.097561	0.133333	0.112903	0.084507	0.087719	0.116667	0.117647	0.137931	0.078947	0.166667	0.058824	0.155172	0.163636	0.142857	0.155172	0.155172	0.107143	0.117647	0.111111	0.090909	0.082192	0.063291	0.147541	0.071429	0.104478	0.158730	0.080460	0.122449	0.145833	0.115942	0.166667	0.073529	0.092593	0.092593	0.097561	0.096154	0.057692	0.166667	0.134328	0.080645	0.123077	0.230769	0.292683	0.092593	0.096154	0.088889	0.133333	0.190476	1.000000	0.120690	0.090909	0.111111	0.043478	0.108696	0.115942	0.163265	0.186047	0.031250	0.148936	0.119048	0.000000	0.024390	0.000000	0.000000	0.000000	0.000000	0.185185	0.194444	0.092308	0.111111	0.134615	0.153846	0.103448	0.160000	0.089744	0.106667	0.050000	0.044444	0.133333	0.125000	0.146667	0.140625	0.041667	0.145161	0.093750	0.113636	0.094595	0.112676	0.106383	0.123077	0.078652	0.067797	0.088235	0.074074	0.123077	0.156250	0.067797	0.063492	0.066667	0.145161	0.117647	0.200000	0.102941	0.066667	0.200000	0.080000	0.153846	0.063492	0.083333	0.138462	0.083333	0.125000	0.054545	0.092593	0.083333	0.098765	0.067568	0.050000	0.031915	0.133333	0.075472	0.118644	0.089552	0.071429	0.074627	0.117647	0.096154	0.117647	0.103448	0.138462	0.052632	0.080645	0.078431	0.115385	0.029412	0.142857	0.092593	0.128571	0.129630	0.150943	0.057971	0.112360	0.112903	0.115385	0.035714	0.112676	0.111111	0.104167	0.094340	0.086207	0.180000	0.132075	0.078125	0.094340	0.131148	0.133333	0.040000	0.133333	0.140000	0.090909	0.148936	0.057471	0.079365	0.094595	0.112676	0.085714	0.000000	0.064516	0.120000	0.037736	0.153846	0.064103	0.074074	0.074074	0.111111	0.042857	0.111111	0.074627	0.178571	0.119048	0.054795	0.074074	0.111111	0.101449	0.136986	0.065789	0.139535	0.125000	0.098039	0.082192	0.093333	0.062500	0.088235	0.125000	0.207547	0.101449	0.118421	0.133333	0.150000	0.084507	0.084746	0.169811	0.134831	0.093333	0.133333	0.209302	0.153846	0.117647	0.096154	0.155556
D00513	0.054545	0.140845	0.078947	0.097561	0.102941	0.066667	0.111111	0.082192	0.104651	0.087719	0.119565	0.081081	0.069444	0.078125	0.142857	0.159420	0.153846	0.072289	0.106667	0.051724	0.108434	0.114943	0.064103	0.042857	0.087500	0.162162	0.080808	0.079365	0.152542	0.111111	0.085714	0.102564	0.107692	0.107692	0.035714	0.129032	0.046154	0.134328	0.155844	0.176471	0.102564	0.084507	0.118644	0.107692	0.129032	0.050847	0.103448	0.125000	0.120690	1.000000	0.057971	0.121622	0.070175	0.084746	0.125000	0.076923	0.163636	0.053333	0.098361	0.071429	0.020408	0.037736	0.058824	0.037736	0.039216	0.058824	0.166667	0.191489	0.076923	0.145455	0.200000	0.128205	0.084507	0.092308	0.076923	0.170732	0.055556	0.034483	0.113636	0.093023	0.125000	0.178082	0.113924	0.150685	0.152778	0.087719	0.119048	0.150000	0.226415	0.303030	0.112245	0.117647	0.115385	0.044118	0.075000	0.074074	0.041096	0.066667	0.054795	0.135135	0.098765	0.075949	0.113924	0.051724	0.135593	0.098361	0.106061	0.111111	0.098592	0.144737	0.130435	0.134328	0.109375	0.125000	0.130435	0.096774	0.082353	0.089888	0.067961	0.084746	0.060606	0.097222	0.075000	0.100000	0.075949	0.111111	0.111111	0.129032	0.149254	0.160000	0.073529	0.038961	0.062500	0.075758	0.000000	0.149254	0.125000	0.108434	0.193548	0.088235	0.036145	0.108911	0.138889	0.109375	0.052632	0.082353	0.136986	0.081967	0.109375	0.101449	0.125000	0.106061	0.123288	0.092308	0.123288	0.109589	0.109756	0.208955	0.147541	0.102273	0.175439	0.117021	0.125000	0.093023	0.069767	0.112500	0.040000	0.087379	0.078125	0.062500	0.089552	0.116279	0.111111	0.111111	0.064103	0.116883	0.106061	0.103896	0.112676	0.103093	0.111111	0.059701	0.106061	0.085366	0.116279	0.068182	0.107143	0.080460	0.095238	0.095238	0.091954	0.080000	0.087500	0.107527	0.100000	0.126582	0.088889	0.140845	0.138889	0.046512	0.084507	0.171875	0.163265	0.104651	0.125000	0.083333	0.115385	0.085366	0.111111	0.181818
D00519	0.039216	0.041096	0.069444	0.036585	0.076923	0.086957	0.101695	0.138462	0.046512	0.075472	0.088889	0.153846	0.107692	0.280000	0.102941	0.119403	0.029412	0.090909	0.278689	0.037037	0.074074	0.095238	0.098592	0.511111	0.223881	0.094595	0.085106	0.125000	0.050000	0.089744	0.075758	0.038462	0.080645	0.080645	0.039216	0.048387	0.086207	0.075758	0.105263	0.102941	0.051948	0.125000	0.070175	0.080645	0.048387	0.055556	0.072727	0.094340	0.090909	0.057971	1.000000	0.040000	0.037037	0.072727	0.062500	0.065574	0.072727	0.072464	0.148148	0.057692	0.022727	0.020408	0.020833	0.020408	0.000000	0.000000	0.090909	0.062500	0.082192	0.094340	0.063492	0.050633	0.058824	0.100000	0.056818	0.070588	0.059701	0.000000	0.120482	0.034884	0.080460	0.080000	0.050633	0.082192	0.054054	0.096154	0.047059	0.060976	0.071429	0.038462	0.050505	0.075758	0.064935	0.100000	0.265625	0.464286	0.339623	0.388889	0.440000	0.053333	0.050000	0.111111	0.064103	0.037037	0.068966	0.068966	0.096774	0.119403	0.140625	0.064935	0.042857	0.044118	0.031250	0.098361	0.057971	0.065934	0.048193	0.033708	0.009615	0.113208	0.083333	0.027778	0.038462	0.037500	0.052632	0.031746	0.031746	0.031746	0.028571	0.064935	0.079365	0.041667	0.050000	0.064516	0.075000	0.058824	0.046875	0.101266	0.061538	0.095238	0.372881	0.049020	0.040541	0.031250	0.055556	0.060976	0.040000	0.070175	0.064516	0.075758	0.080645	0.079365	0.100000	0.118644	0.115942	0.041096	0.048780	0.055556	0.048387	0.045455	0.087719	0.086957	0.101449	0.047059	0.048193	0.037037	0.000000	0.038835	0.049180	0.067797	0.079365	0.045977	0.079545	0.079545	0.068493	0.051948	0.096774	0.052632	0.057143	0.073684	0.075949	0.047619	0.030303	0.076923	0.109756	0.085366	0.075472	0.072289	0.049180	0.048193	0.071429	0.041096	0.078947	0.031579	0.090909	0.037037	0.068966	0.041096	0.054795	0.024096	0.058824	0.060606	0.068627	0.046512	0.055556	0.034483	0.081633	0.076923	0.065574	0.090909
D00521	0.086207	0.194444	0.175676	0.130952	0.111111	0.118421	0.086957	0.135135	0.190476	0.116667	0.186813	0.133333	0.138889	0.057143	0.180556	0.103896	0.212121	0.119048	0.113924	0.064516	0.102273	0.096774	0.128205	0.054054	0.135802	0.109756	0.108911	0.057971	0.106061	0.130952	0.125000	0.181818	0.115942	0.100000	0.086207	0.171875	0.073529	0.109589	0.119048	0.062500	0.151899	0.108108	0.145161	0.115942	0.136364	0.098361	0.095238	0.133333	0.111111	0.121622	0.040000	1.000000	0.047619	0.095238	0.117647	0.119403	0.169492	0.063291	0.107692	0.065574	0.037736	0.034483	0.053571	0.034483	0.035714	0.053571	0.171429	0.129630	0.098765	0.096774	0.132353	0.328571	0.171429	0.085714	0.107527	0.147727	0.065789	0.083333	0.119565	0.125000	0.118280	0.123457	0.120482	0.112500	0.173333	0.080645	0.112360	0.127907	0.111111	0.137500	0.151515	0.065789	0.210526	0.027027	0.123457	0.108434	0.065789	0.103896	0.064935	0.171053	0.146341	0.097561	0.107143	0.081967	0.180328	0.142857	0.098592	0.075949	0.077922	0.135802	0.185714	0.173913	0.225806	0.084507	0.092105	0.126316	0.089888	0.073684	0.084906	0.078125	0.071429	0.292308	0.246575	0.177215	0.250000	0.136364	0.190476	0.136364	0.205882	0.150000	0.130435	0.075949	0.123077	0.085714	0.000000	0.205882	0.132353	0.114943	0.128571	0.144928	0.058140	0.103774	0.191781	0.206349	0.060606	0.259740	0.189189	0.092308	0.134328	0.140845	0.132353	0.083333	0.087500	0.101449	0.129870	0.194444	0.103448	0.178082	0.102941	0.172414	0.107692	0.182796	0.075000	0.125000	0.243590	0.132530	0.055556	0.103774	0.156250	0.123077	0.083333	0.147727	0.141304	0.141304	0.073171	0.123457	0.130435	0.097561	0.150685	0.120000	0.172840	0.085714	0.164179	0.270270	0.109890	0.164706	0.080645	0.137931	0.174603	0.227848	0.123596	0.131579	0.121951	0.148936	0.154930	0.205128	0.170455	0.178082	0.175676	0.144578	0.093333	0.212121	0.133333	0.176471	0.211268	0.166667	0.188679	0.105882	0.086957	0.111111
D00524	0.078947	0.084746	0.065574	0.057971	0.115385	0.016129	0.104167	0.000000	0.040000	0.125000	0.116883	0.016129	0.034483	0.061224	0.166667	0.145455	0.054545	0.043478	0.081967	0.128205	0.102941	0.111111	0.031250	0.056604	0.093750	0.095238	0.084337	0.020000	0.108696	0.123077	0.017241	0.029851	0.100000	0.122449	0.051282	0.039216	0.020000	0.113208	0.142857	0.050000	0.061538	0.052632	0.113636	0.122449	0.039216	0.071429	0.068182	0.179487	0.043478	0.070175	0.037037	0.047619	1.000000	0.044444	0.089552	0.104167	0.270270	0.087719	0.063830	0.075000	0.000000	0.027027	0.057143	0.027027	0.028571	0.057143	0.132075	0.054054	0.015152	0.210526	0.100000	0.028986	0.034483	0.080000	0.094595	0.082192	0.092593	0.023810	0.140845	0.084507	0.123288	0.131148	0.059701	0.135593	0.047619	0.071429	0.100000	0.086957	0.090909	0.095238	0.082353	0.113208	0.076923	0.102041	0.045455	0.044776	0.053571	0.067797	0.034483	0.063492	0.058824	0.062500	0.109375	0.073171	0.063830	0.162791	0.037037	0.125000	0.173077	0.111111	0.150943	0.072727	0.102041	0.195652	0.150943	0.148649	0.171875	0.025641	0.068966	0.021739	0.039216	0.033333	0.029851	0.028986	0.030303	0.039216	0.039216	0.039216	0.052632	0.044776	0.037037	0.032787	0.000000	0.038462	0.033333	0.090909	0.037736	0.041667	0.096154	0.036364	0.029851	0.079545	0.083333	0.018868	0.092105	0.071429	0.081967	0.042553	0.102041	0.092593	0.078431	0.076923	0.181818	0.080000	0.101695	0.066667	0.057143	0.084746	0.104167	0.111111	0.111111	0.113924	0.163636	0.069444	0.056338	0.043478	0.250000	0.055556	0.019608	0.108696	0.056604	0.053333	0.064103	0.064103	0.031250	0.061538	0.018182	0.030303	0.068966	0.125000	0.042857	0.102041	0.037037	0.028571	0.128571	0.040541	0.071429	0.069444	0.040000	0.102941	0.068493	0.032258	0.076923	0.075000	0.071429	0.090909	0.065789	0.084746	0.065574	0.073529	0.052632	0.115385	0.077778	0.114286	0.084746	0.000000	0.078947	0.074627	0.060000	0.116279
D00528	0.023256	0.098361	0.079365	0.070423	0.070175	0.081967	0.400000	0.065574	0.080000	0.090909	0.085366	0.100000	0.145455	0.100000	0.100000	0.064516	0.051724	0.136364	0.045455	0.021739	0.083333	0.050633	0.095238	0.053571	0.073529	0.074627	0.094118	0.058824	0.102041	0.101449	0.068966	0.074627	0.094340	0.074074	0.157895	0.076923	0.102041	0.087719	0.056338	0.064516	0.161290	0.086207	0.106383	0.094340	0.076923	0.142857	0.086957	0.065217	0.108696	0.084746	0.072727	0.095238	0.044444	1.000000	0.134328	0.098039	0.063830	0.031746	0.081633	0.095238	0.000000	0.000000	0.025641	0.000000	0.000000	0.000000	0.125000	0.076923	0.093750	0.088889	0.094340	0.088235	0.125000	0.096154	0.090909	0.078947	0.016393	0.022222	0.050000	0.095890	0.049383	0.074627	0.057143	0.060606	0.061538	0.043478	0.081081	0.068493	0.085106	0.074627	0.079545	0.107143	0.073529	0.055556	0.043478	0.089552	0.050847	0.100000	0.050000	0.111111	0.153846	0.075758	0.174603	0.021739	0.127660	0.104167	0.092593	0.081967	0.084746	0.106061	0.122807	0.107143	0.117647	0.094340	0.066667	0.047619	0.054054	0.037500	0.032258	0.063830	0.076923	0.065574	0.058824	0.072464	0.075758	0.056604	0.098039	0.056604	0.050000	0.073529	0.134615	0.081967	0.102041	0.163265	0.030303	0.086207	0.094340	0.238095	0.090909	0.132075	0.043478	0.065217	0.096774	0.055556	0.023810	0.083333	0.095238	0.925926	0.075472	0.087719	0.074074	0.372093	0.096774	0.075472	0.096774	0.063492	0.054795	0.098361	0.098039	0.077922	0.081633	0.083333	0.098361	0.081081	0.068493	0.086957	0.027027	0.053763	0.122449	0.058824	0.092593	0.078947	0.088608	0.088608	0.078125	0.058824	0.053571	0.044118	0.625000	0.081395	0.041096	0.036364	0.053571	0.056338	0.051282	0.095890	0.090909	0.081081	0.122449	0.068493	0.080000	0.080645	0.089552	0.085366	0.086207	0.102941	0.076923	0.098361	0.114754	0.055556	0.105263	0.070175	0.052632	0.080000	0.116667	0.062500	0.073171	0.119403	0.076923	0.085106
D00530	0.060606	0.107143	0.105882	0.096774	0.101266	0.135802	0.123288	0.096386	0.091837	0.121212	0.105769	0.095238	0.155844	0.125000	0.179487	0.150000	0.074074	0.147727	0.144578	0.089552	0.118280	0.090000	0.144578	0.062500	0.112360	0.113636	0.178218	0.095890	0.194030	0.172414	0.100000	0.088889	0.105263	0.120000	0.060606	0.108108	0.066667	0.100000	0.122222	0.108434	0.139535	0.126582	0.130435	0.150685	0.108108	0.088235	0.070423	0.119403	0.115942	0.125000	0.062500	0.117647	0.089552	0.134328	1.000000	0.108108	0.117647	0.045977	0.097222	0.074627	0.000000	0.000000	0.015385	0.000000	0.000000	0.015385	0.186667	0.114754	0.129412	0.136364	0.150685	0.086957	0.112500	0.106667	0.100000	0.148936	0.060241	0.014085	0.100000	0.127660	0.121212	0.101124	0.111111	0.142857	0.144578	0.088235	0.164835	0.130435	0.115942	0.126437	0.130841	0.100000	0.137931	0.077922	0.076923	0.112360	0.060241	0.082353	0.047059	0.116279	0.147727	0.127907	0.162791	0.089552	0.128571	0.112676	0.089744	0.135802	0.168831	0.178571	0.139241	0.142857	0.106667	0.150685	0.125000	0.096154	0.094737	0.068627	0.079646	0.085714	0.064935	0.083333	0.088889	0.086957	0.089888	0.093333	0.093333	0.078947	0.072289	0.112360	0.180556	0.069767	0.176471	0.077922	0.034483	0.126582	0.135135	0.118280	0.146667	0.116883	0.042553	0.107143	0.160494	0.077922	0.037037	0.118280	0.172840	0.147059	0.106667	0.100000	0.105263	0.148649	0.160494	0.092105	0.119048	0.120482	0.107527	0.120482	0.188406	0.123711	0.128571	0.114286	0.162500	0.104167	0.106383	0.097826	0.032258	0.087719	0.109589	0.052632	0.089744	0.125000	0.131313	0.131313	0.079545	0.113636	0.075949	0.089888	0.166667	0.133333	0.108696	0.106667	0.103896	0.086022	0.102041	0.081633	0.072464	0.139785	0.125000	0.083333	0.103093	0.081395	0.125000	0.116505	0.112500	0.122222	0.134021	0.177215	0.119048	0.085106	0.098765	0.115385	0.155963	0.126316	0.162500	0.084507	0.093750	0.174419	0.064935	0.132353
D00533	0.086957	0.177419	0.138462	0.108108	0.116667	0.142857	0.107143	0.126984	0.087500	0.459459	0.104651	0.180328	0.189655	0.070175	0.161290	0.125000	0.080645	0.173913	0.119403	0.104167	0.090909	0.098765	0.171875	0.083333	0.234375	0.114286	0.087912	0.132075	0.132075	0.171429	0.192982	0.130435	0.142857	0.103448	0.086957	0.240000	0.090909	0.152542	0.109589	0.058824	0.147059	0.150000	0.160000	0.122807	0.148148	0.080000	0.056604	0.250000	0.163265	0.076923	0.065574	0.119403	0.104167	0.098039	0.108108	1.000000	0.217391	0.044118	0.134615	0.083333	0.000000	0.000000	0.022222	0.000000	0.000000	0.000000	0.150000	0.116279	0.151515	0.145833	0.142857	0.126761	0.169492	0.125000	0.111111	0.157895	0.096774	0.040000	0.111111	0.162162	0.137500	0.130435	0.066667	0.117647	0.119403	0.102041	0.102564	0.090909	0.096154	0.147059	0.086022	0.079365	0.082192	0.125000	0.114286	0.128571	0.079365	0.090909	0.061538	0.151515	0.140845	0.149254	0.159420	0.019231	0.180000	0.180000	0.140351	0.090909	0.111111	0.112676	0.147541	0.152542	0.086207	0.122807	0.093750	0.146341	0.105263	0.059524	0.062500	0.076923	0.068966	0.126984	0.147059	0.126761	0.149254	0.192308	0.215686	0.192308	0.078125	0.082192	0.048387	0.074627	0.090909	0.105263	0.025641	0.169492	0.142857	0.135135	0.137931	0.200000	0.068493	0.130435	0.138462	0.145455	0.057471	0.183099	0.136364	0.094340	0.105263	0.133333	0.142857	0.120690	0.104478	0.145455	0.121212	0.177419	0.064103	0.158730	0.127273	0.186667	0.156863	0.102273	0.106061	0.116883	0.166667	0.094595	0.000000	0.072165	0.196078	0.132075	0.048387	0.073171	0.082353	0.082353	0.102941	0.068493	0.101695	0.069444	0.163934	0.151163	0.051282	0.067797	0.101695	0.080000	0.113924	0.102564	0.058824	0.146667	0.109091	0.120000	0.115385	0.089552	0.128571	0.144578	0.189655	0.140845	0.139241	0.140625	0.156250	0.108108	0.061538	0.155172	0.115789	0.191781	0.140625	0.140000	0.162791	0.109589	0.050847	0.163265
D00536	0.100000	0.196429	0.114754	0.085714	0.109091	0.100000	0.098039	0.083333	0.094595	0.263158	0.112500	0.081967	0.125000	0.078431	0.245283	0.200000	0.220000	0.102941	0.169492	0.146341	0.098592	0.106667	0.131148	0.072727	0.140625	0.161290	0.094118	0.102041	0.173913	0.151515	0.107143	0.090909	0.115385	0.137255	0.047619	0.142857	0.058824	0.192308	0.190476	0.081967	0.107692	0.145455	0.181818	0.160000	0.142857	0.066667	0.086957	0.324324	0.186047	0.163636	0.072727	0.169492	0.270270	0.063830	0.117647	0.217391	1.000000	0.065574	0.204545	0.069767	0.028571	0.051282	0.052632	0.051282	0.054054	0.081081	0.312500	0.166667	0.076923	0.256410	0.208333	0.156250	0.086207	0.117647	0.090909	0.171429	0.107143	0.022222	0.183099	0.142857	0.180556	0.241379	0.104478	0.186441	0.169492	0.142857	0.159420	0.130435	0.214286	0.220339	0.117647	0.107143	0.177419	0.117647	0.142857	0.140625	0.068966	0.081967	0.086207	0.147541	0.102941	0.145161	0.138462	0.044444	0.177778	0.177778	0.113208	0.137931	0.185185	0.177419	0.142857	0.127273	0.096154	0.208333	0.163636	0.173333	0.114286	0.064103	0.054945	0.086957	0.098039	0.140351	0.107692	0.088235	0.092308	0.142857	0.120000	0.142857	0.211538	0.089552	0.053571	0.047619	0.102041	0.055556	0.030303	0.211538	0.137255	0.114286	0.200000	0.132075	0.058824	0.113636	0.133333	0.212766	0.075000	0.147059	0.131148	0.061224	0.140000	0.107143	0.183673	0.092593	0.172414	0.117647	0.172414	0.196429	0.100000	0.175439	0.166667	0.152778	0.204545	0.109756	0.175439	0.095890	0.147059	0.071429	0.027027	0.065217	0.100000	0.102041	0.072727	0.078947	0.088608	0.088608	0.061538	0.107692	0.092593	0.075758	0.181818	0.162500	0.101449	0.096154	0.113208	0.119403	0.188406	0.066667	0.090909	0.142857	0.078431	0.200000	0.094595	0.063492	0.106061	0.155844	0.166667	0.153846	0.166667	0.135593	0.152542	0.085714	0.067797	0.297872	0.123596	0.157143	0.155172	0.133333	0.222222	0.102941	0.076923	0.214286
